Titre;genre1;genre2;réalisateur_1;actor_1;actor 2;actor 3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real awards;first actor awards;Second actor awards;length_corrected;day;month;year;nomi;awards
Jours sauvages;Drame;Romance;David Lanzmann;Alain-Fabien Delon;Redouanne Harjane;Lola Aubrière;2,1;soso;David Lanzmann;France;21films;Français;0.0;0.0;0.0;80;19;avril;2023;1;0
Joyeuse retraite 2;Comédie;;Fabrice Bracq;Michèle Laroque;Thierry Lhermitte;Constance Labbé;1,4;bad;Fabrice Bracq;France;SND;Français;0.0;9.0;4.0;92;20;juillet;2022;0;0
Joyland;Drame;Romance;Saim Sadiq;Ali Junejo;Alina Khan;Sania Saeed;3,9;excellent;Saim Sadiq;Pakistan;Condor Distribution;Urdu;0.0;0.0;0.0;126;28;décembre;2022;8;0
Joyride;Comédie;Drame;Emer Reynolds;Olivia Colman;Charlie Reid;Lochlann O'Mearain;;good;Ailbhe Keoghan;Irlande;;Anglais;0.0;10.0;0.0;94;28;novembre;2022;0;0
Jugjugg Jeeyo;Bollywood;Comédie;Raj Mehta;Varun Dhawan;Kiara Advani;Anil Kapoor;;soso;Anurag Singh;Inde;Friday Entertainment;Hindi;0.0;0.0;0.0;150;24;juin;2022;0;0
Jujutsu Kaisen 0;Action;Animation;Sung-ho Park;Alexandre N'Guyen;Megumi Ogata;Alice Orsat;3,9;excellent;Hiroshi Seko;Japon;CGR EVENTS;Hindi;0.0;0.0;0.0;105;16;mars;2022;0;0
Jumeaux mais pas trop;Comédie;;Olivier Ducray;Ahmed Sylla;Bertrand Usclat;Pauline Clément;2,9;soso;Olivier Ducray;France;SND;Français;0.0;0.0;0.0;98;28;septembre;2022;3;0
Jung-E;Action;Aventure;Sang-Ho Yeon;Hyun-joo Kim;Soo-Yeon Kang;Kyung-soo Ryu;;soso;Sang-Ho Yeon;Corée du Sud;;Coréen;7.0;0.0;0.0;98;20;janvier;2023;0;0
Jungle rouge;Animation;;Juan José Lozano;Álvaro Bayona;Vera Mercado;Patricia Tamayo;3,3;soso;Juan José Lozano;Suisse;New Story;Espagnol;3.0;0.0;0.0;92;22;juin;2022;0;0
Jurassic World: Le Monde d'après;Action;Aventure;Colin Trevorrow;Chris Pratt;Bryce Dallas Howard;Laura Dern;2,3;soso;Emily Carmichael;U.S.A.;Universal Pictures International France;Anglais;3.0;0.0;1.0;146;8;juin;2022;3;0
Juste ciel !;Comédie;;Laurent Tirard;Valérie Bonneton;Camille Chamoux;Claire Nadeau;1,8;soso;Cécile Larripa;France;Le Pacte;Français;1.0;1.0;0.0;86;15;février;2023;3;0
Juste une nuit;Drame;;Ali Asgari;Sadaf Asgari;Ghazal Shojaei;Babak Karimi;3,4;good;Ali Asgari;Iran;Bodega Films;Farsi;3.0;0.0;0.0;86;16;novembre;2022;1;0
Kalagathalaivan;Action;Thriller;Magizh Thirumeni;Udhayanidhi Stalin;Nidhhi Agerwal;;;soso;Magizh Thirumeni;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;19;novembre;2022;0;0
Kanam;Drame;Science Fiction;Shree Karthick;Amala Akkineni;Sharwanand;Ritu Varma;;good;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;150;9;septembre;2022;0;0
Kanun, la loi du sang;Thriller;;Jérémie Guez;Waël Sersoub;Tuğba Sunguroğlu;Arben Bajraktaraj;3,0;good;Jérémie Guez;France;The Jokers / Les Bookmakers;Français;2.0;0.0;0.0;95;7;décembre;2022;0;0
Karnawal;Drame;;Juan Pablo Félix (II);Martin López Lacci;Alfredo Castro;Mónica Lairana;3,0;soso;Juan Pablo Félix (II);Argentine;Bodega Films;Espagnol;0.0;0.0;0.0;97;11;mai;2022;0;0
Kaathuvaakula Rendu Kaadhal;Bollywood;Comédie dramatique;Vignesh Shivan;Vijay Sethupathi;Nayanthara Kurian;Samantha Ruth Prabhu;;good;Vignesh Shivan;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;122;28;avril;2022;0;0
KGF 2 Hindi;Action;Thriller;Prashanth Neel;Yash;Sanjay Dutt;Raveena Tandon;;good;Prashanth Neel;Inde;Desi Entertainment Paris;Hindi;0.0;0.0;0.0;168;14;avril;2022;0;0
KGF2 (version tamoul);Action;Drame;Prashanth Neel;Sanjay Dutt;Raveena Tandon;Srinidhi Shetty;;good;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;168;14;avril;2022;0;0
Khaao Piyo Aish Karo;Comédie;;Ksshitij Chaudhary;Tarsem Jassar;Aditi Sharma;Jasmin Bajwa;;soso;;Inde;Desi Entertainment Paris;Autre;0.0;0.0;0.0;150;6;juillet;2022;0;0
Khiladi;Action;Policier;Ramesh Varma;Ravi Teja;Arjun Sarja;Meenakshi Chaudhary;;good;;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;165;11;février;2022;0;0
Kill Dating;Action;Drame;Olivier Goujon;Anthony Gatignol;Nicolas Bedu;Samuel Fernand;;soso;Olivier Goujon;France;Festizicnema distribution;Français;0.0;0.0;0.0;87;10;mai;2023;0;0
KIMI;Policier;Drame;Steven Soderbergh;Zoë Kravitz;Byron Bowers;Jaime Camil;3,4;soso;David Koepp;U.S.A.;;Anglais;5.0;0.0;0.0;90;10;mars;2022;0;0
Klondike;Drame;;Maryna Er Gorbach;Oksana Cherkashyna;Evgeniy Efremov;Sergiy Shadrin;;good;Maryna Er Gorbach;Ukraine;Filmo;ukrainien;0.0;0.0;0.0;100;13;avril;2023;1;0
Kompromat;Drame;Thriller;Jérôme Salle;Gilles Lellouche;Joanna Kulig;Louis-Do de Lencquesaing;3,1;good;Jérôme Salle;France;SND;Français;1.0;2.0;1.0;127;7;septembre;2022;0;0
Krypto et les Super-Animaux;Aventure;Animation;Jared Stern;Dwayne Johnson;Kevin Hart;Muriel Robin;3,4;good;Jared Stern;U.S.A.;Warner Bros. France;Anglais;0.0;3.0;0.0;106;27;juillet;2022;0;0
L'Abîme de l'Enfer;Epouvante-horreur;;Bartosz M. Kowalski;Olaf Lubaszenko;Sebastian Stankiewicz;Piotr Żurawski;;soso;Bartosz M. Kowalski;Pologne;;Polonais;0.0;0.0;0.0;88;26;octobre;2022;0;0
L'accident;Drame;;Verena S. Freytag;Hanno Koffler;Anna Unterberger;Anna Cheban;;soso;Frauke Hunfeld;Allemagne;Arte;Allemand;0.0;0.0;0.0;89;30;mars;2023;0;0
L'Âge de glace : Les aventures de Buck Wild;Aventure;Animation;John C. Donkin;Simon Pegg;Utkarsh Ambudkar;Sean Kenin;2,3;bad;Jim Hecht;U.S.A.;;Anglais;0.0;1.0;0.0;82;25;mars;2022;0;0
L'Amant de Lady Chatterley;Drame;Historique;Laure De Clermont-Tonnerre;Emma Corrin;Jack O'Connell;Matthew Duckett;;soso;David Magee;U.S.A.;;Anglais;1.0;1.0;1.0;126;2;décembre;2022;0;0
L'Amour au points;Comédie;Romance;Sebastián De Caro;Luisana Lopilato;Juan Minujin;Cristina Castaño;;soso;Gabriel Korenfeld;Argentine;;Espagnol;0.0;0.0;3.0;101;7;décembre;2022;0;0
L'Amour en laisse;Comédie;Romance;Hyeon-jin Park;Joon-Young Lee;Seohyun;Bo-ra Kim;;soso;;Corée du Sud;;Coréen;0.0;0.0;0.0;118;11;février;2022;0;0
L'amour sous influence;Famille;Romance;Christie Will Wolf;Jen Lilley;Christopher Russell;Jill Morrison;;soso;Christie Will Wolf;U.S.A.;;Anglais;0.0;0.0;0.0;90;30;septembre;2022;0;0
L'Année du requin;Action;Comédie;Ludovic Boukherma;Marina Foïs;Kad Merad;Jean-Pascal Zadi;2,8;bad;Ludovic Boukherma;France;The Jokers / Les Bookmakers;Français;1.0;1.0;4.0;87;3;août;2022;0;0
L’Anniversaire de Tommy;Aventure;Animation;Michael Ekbladh;Fanny Roy;Jennifer Saunders;David Macaluso;;soso;Aje Brücken;Allemagne;Gebeka Films;Anglais;0.0;0.0;1.0;75;8;juin;2022;0;0
L'Astronaute;Comédie dramatique;;Nicolas Giraud;Nicolas Giraud;Mathieu Kassovitz;Hélène Vincent;3,5;good;Nicolas Giraud;France;Orange Studio Distribution / Diaphana Distribution;Français;3.0;3.0;11.0;110;15;février;2023;1;0
L'Attaque des déchets;Comédie;;Matthieu Liénart;Roxane Bret;Omar Mebrouk;Charly Fournier;;good;Jean Pébereau;France;France TV.Slash;Français;0.0;0.0;0.0;45;22;décembre;2022;0;0
L'École du Bien et du Mal;Action;Aventure;Paul Feig;Sophia Anne Caruso;Sofia Wylie;Kerry Washington;2,3;soso;David Magee;U.S.A.;;Anglais;2.0;0.0;0.0;147;19;octobre;2022;0;0
L'École est à nous;Comédie;;Alexandre Castagnetti;Sarah Suco;Jean-Pierre Darroussin;Oussama Kheddam;2,9;good;Alexandre Castagnetti;France;UGC Distribution;Français;1.0;0.0;4.0;108;26;octobre;2022;1;0
L’Ecuyer du Roi;Drame;;Biyi Bandele;Odunlade Adekola;Shaffy Bello;Deyemi Okanlawon;;soso;Biyi Bandele;Nigéria;;Anglais;0.0;0.0;0.0;96;4;novembre;2022;0;0
L'Éden;Drame;;Andrés Ramirez Pulido;Jhojan Estiven Jimenez;Maicol Andrés Jimenez Zarabanda;Wismer Vasquez;3,5;good;Andrés Ramirez Pulido;Colombie;Pyramide Distribution;Espagnol;0.0;0.0;0.0;86;22;mars;2023;10;0
L'Effaceur : Renaissance;Action;Thriller;John Pogue;Dominic Sherwood;Jacky Lai;McKinley Belcher III;;bad;Michael D. Weiss;U.S.A.;;Anglais;2.0;0.0;0.0;103;8;juin;2022;0;0
L'Effet grêlon;Comédie;;Marcos Carnevale;Romina Fernandes;Guillermo Francella;Peto Menahem;;good;Nicolás Giacobone;Argentine;;Espagnol;1.0;0.0;0.0;118;30;mars;2022;0;0
L'Emprise du démon;Epouvante-horreur;;Oliver Park;Nick Blood;Emily Wiseman;Paul Kaye;1,4;bad;Hank Hoffman;Grande-Bretagne;Metropolitan FilmExport;Anglais;0.0;0.0;0.0;93;11;janvier;2023;0;0
L'Emprise du vice;Policier;Drame;Monika Mitchell;Alyssa Milano;Sam Page;Malachi Weir;;bad;Suzette Couture;U.S.A.;;Anglais;0.0;0.0;0.0;94;13;janvier;2022;0;0
L'Envol;Drame;Historique;Pietro Marcello;Raphaël Thiéry;Juliette Jouan;Louis Garrel;3,2;good;Pietro Marcello;France;Le Pacte;Français;1.0;0.0;0.0;100;11;janvier;2023;1;0
L'Esprit d'Halloween;Aventure;Comédie;David Poag;Christopher Lloyd;Donovan Colan;Jaiden J. Smith;;bad;Billie Bates;U.S.A.;;Anglais;0.0;1.0;0.0;81;21;décembre;2022;0;0
L'Etrange histoire du coupeur de bois;Comédie;Comédie dramatique;Mikko Myllylahti;Jarkko Lahti;Hannu-Pekka Björkman;Iivo Tuuri;3,0;good;Mikko Myllylahti;Finlande;Urban Distribution;Finnois;0.0;0.0;0.0;99;4;janvier;2023;10;0
L’histoire d'Annette Zelman;Drame;Historique;Philippe Le Guay;Julie Gayet;Laurent Lucas;Ilona Bachelier;;good;Emmanuel Salinger;France;France 2;Français;1.0;2.0;1.0;93;25;janvier;2023;0;0
L'Homme le plus heureux du monde;Drame;Romance;Teona Strugar Mitevska;Jelena Kordić Kuret;Adnan Omerovic;Labina Mitevska;3,1;soso;Teona Strugar Mitevska;Macédoine;Pyramide Distribution;Bosniaque;7.0;0.0;0.0;95;22;février;2023;2;0
L'Homme parfait;Comédie;;Xavier Durringer;Didier Bourdon;Pierre-François Martin-Laval;Valérie Karsenti;1,5;bad;Miller Duval;France;Orange Studio Distribution / UGC Distribution;Français;1.0;1.0;2.0;85;22;juin;2022;0;0
L'Immensita;Drame;;Emanuele Crialese;Penélope Cruz;Vincenzo Amato;Luana Giuliani;3,2;good;Emanuele Crialese;Italie;Pathé;Italien;3.0;9.0;0.0;97;11;janvier;2023;4;0
L'Innocent;Comédie;;Louis Garrel;Roschdy Zem;Anouk Grinberg;Noémie Merlant;4,1;good;Louis Garrel;France;Ad Vitam;Français;5.0;9.0;2.0;100;12;octobre;2022;17;0
L'Odeur du vent;Drame;;Hadi Mohaghegh;Hadi Mohaghegh;Mohammad Eghbali;;4,0;good;Hadi Mohaghegh;Iran;Bodega Films;Perse;0.0;0.0;0.0;90;24;mai;2023;0;0
L'Oeil du mal;Epouvante-horreur;;Isaac Ezban;Ofelia Medina;Samantha Castillo;Arap Bethke;;bad;Isaac Ezban;Mexique;;Espagnol;0.0;0.0;0.0;100;12;mai;2023;0;0
L'Origine du mal;Drame;Thriller;Sébastien Marnier;Laure Calamy;Doria Tillier;Dominique Blanc;3,5;good;Sébastien Marnier;France;The Jokers / Les Bookmakers;Français;1.0;2.0;1.0;125;5;octobre;2022;1;0
La Belle bleue;Comédie dramatique;;Ronan De Suin;Ioanna André;Ronan De Suin;;;good;Ronan De Suin;France;Cinéma Saint-André des Arts;Français;0.0;0.0;0.0;98;18;janvier;2023;0;0
La Bulle;Comédie;;Judd Apatow;Karen Gillan;Pedro Pascal;Leslie Mann;2,3;bad;Judd Apatow;U.S.A.;;Anglais;8.0;0.0;0.0;126;1;avril;2022;1;0
La caída;Drame;Évènement Sportif;Lucia Puenzo;Karla Souza;Hernán Mendoza;Fernanda Borches;;good;Mónica Herrera;Mexique;;Espagnol;1.0;0.0;0.0;95;22;décembre;2022;0;0
La Caida;Drame;;Lucia Puenzo;Fernanda Borches;Hernán Mendoza;Karla Souza;;good;Lucia Puenzo;Mexique;;Espagnol;1.0;0.0;0.0;95;11;novembre;2022;0;0
La Conférence;Drame;Historique;Matti Geschonneck;Philipp Hochmair;Johannes Allmayer;Maximilian Brückner;3,4;good;Magnus Vattrodt;Allemagne;Condor Distribution;Allemand;0.0;0.0;0.0;108;19;avril;2023;0;0
La Conspiration du Caire;Thriller;;Tarik Saleh;Tawfeek Barhom;Fares Fares;Mohammad Bakri;3,8;good;Tarik Saleh;Suède;Memento Distribution;Arabe;7.0;0.0;0.0;121;26;octobre;2022;9;0
La Cour des miracles;Comédie;;Carine May;Rachida Brakni;Anaïde Rozam;Gilbert Melki;2,9;soso;Carine May;France;Haut et Court;Français;2.0;3.0;0.0;94;28;septembre;2022;0;0
La Dégustation;Comédie;Romance;Ivan Calbérac;Isabelle Carré;Bernard Campan;Mounir Amamra;2,8;good;Ivan Calbérac;France;StudioCanal;Français;8.0;5.0;1.0;82;31;août;2022;1;0
La Dérive des continents (au sud);Drame;;Lionel Baier;Isabelle Carré;Théodore Pellerin;Ursina Lardi;3,1;soso;Lionel Baier;Suisse;Les Films du Losange;Français;8.0;5.0;1.0;89;24;août;2022;3;0
La Dernière reine;Drame;Historique;Damien Ounouri;Adila Bendimerad;Dali Benssalah;Mohamed Tahar Zaoui;3,8;excellent;Damien Ounouri;Algérie;Jour2fête;Algérien;0.0;0.0;0.0;110;19;avril;2023;0;0
La dernière reine de Tahiti;Biopic;Historique;Adeline Darraux;Tuheï Adams;Bernard Le Coq;Alexia Barlier;;good;Francis Bianconi;France;France 2;Français;0.0;0.0;2.0;90;21;novembre;2022;0;0
La destination de Noël;Romance;;Wendy Ord;Natasha Wilson;Edward Ruttle;Merry Lou Proudfoot;;soso;Brian Ruberry;U.S.A.;;Anglais;0.0;0.0;0.0;90;27;novembre;2022;0;0
La Famille Claus 3;Comédie;Famille;Ruben Vandenborre;Bracha van Doesburgh;Mo Bakker;Jan Decleir;;bad;Ruben Vandenborre;Belgique;;Néerlandais;0.0;0.0;0.0;73;7;décembre;2022;0;0
La Faute au karma ?;Comédie;Drame;Elisa Miller;Aislinn Derbez;Renata Notni;Carmen Madrid;;soso;Fernanda Eguiarte;Mexique;;Espagnol;1.0;0.0;0.0;84;3;août;2022;0;0
La Femme de Tchaïkovski;Biopic;Drame;Kirill Serebrennikov;Odin Lund Biron;Alyona Mikhailova;Filipp Avdeyev;3,9;good;Kirill Serebrennikov;Russie;Bac Films;Russe;1.0;0.0;0.0;143;15;février;2023;7;0
La Forêt silencieuse;Policier;Thriller;Saralisa Volm;Henriette Confurius;Noah Saavedra;August Zirner;;soso;Wolfram Fleischhauer;Allemagne;Condor Distribution;Allemand;0.0;0.0;0.0;95;17;novembre;2022;0;0
La formule secrète de Noël;Romance;;Robert Vaughn (III);Nazneen Contractor;Mykee Selkin;Sugith Varughese;;soso;Rickie Castaneda;U.S.A.;TF1;Anglais;0.0;0.0;0.0;90;5;décembre;2022;0;0
La Grande magie;Comédie dramatique;;Noémie Lvovsky;Denis Podalydès;Sergi López;Noémie Lvovsky;3,0;soso;Noémie Lvovsky;France;Ad Vitam;Français;4.0;10.0;1.0;110;8;février;2023;1;0
La Guerre des Lulus;Aventure;Famille;Yann Samuell;Tom Castaing;Léonard Fauquet;Mathys Gros;2,8;good;Yann Samuell;France;Wild Bunch Distribution;Français;1.0;0.0;0.0;109;18;janvier;2023;0;0
La Ligne;Drame;;Ursula Meier;Stéphanie Blanchoud;Valeria Bruni Tedeschi;Elli Spagnolo;3,4;good;Stéphanie Blanchoud;Suisse;Diaphana Distribution;Français;2.0;0.0;3.0;103;11;janvier;2023;10;0
La machine infernale;Drame;Thriller;Andrew Hunt (II);Guy Pearce;Alice Eve;Alex Pettyfer;;soso;Andrew Hunt (II);Grande-Bretagne;;Anglais;0.0;1.0;0.0;117;20;octobre;2022;0;0
La Maison;Drame;;Anissa Bonnefont;Ana Girardot;Aure Atika;Rossy de Palma;2,5;soso;Anissa Bonnefont;France;Rezo Films;Français;0.0;1.0;6.0;90;16;novembre;2022;0;0
La Malédiction de Raven's Hollow;Epouvante-horreur;Thriller;Christopher Hatton;Melanie Zanetti;William Moseley;Kate Dickie;;soso;Christopher Hatton;Grande-Bretagne;;Anglais;0.0;0.0;1.0;108;22;février;2023;0;0
La Malédiction des Dunois;Comédie;Policier;Patrice Blanchard;Alexis Ramos;Yves Poulin;Christine Levée;;good;Patrice Blanchard;France;;Français;0.0;0.0;0.0;83;26;octobre;2022;0;0
La Maleta;Policier;Thriller;Jorge Dorado;Álvaro Morte;Verónica Echegui;María Eugenia Suárez;2,0;soso;Natxo López;Espagne;KMBO;Espagnol;1.0;0.0;0.0;108;24;mai;2023;0;0
La Montagne;Drame;Fantastique;Thomas Salvador;Thomas Salvador;Louise Bourgoin;Martine Chevallier;3,9;soso;Thomas Salvador;France;Le Pacte;Français;2.0;2.0;2.0;112;1;février;2023;9;0
La Nuit au Musée : le retour de Kahmunrah;Aventure;Animation;Matt Danner;Joshua Bassett;Thomas Lennon;Joseph Kamal;;soso;Ray DeLaurentis;U.S.A.;;Anglais;0.0;0.0;1.0;77;9;décembre;2022;0;0
La Nuit du 12;Policier;Thriller;Dominik Moll;Bastien Bouillon;Bouli Lanners;Théo Cholbi;4,4;excellent;Dominik Moll;France;Haut et Court;Français;2.0;1.0;11.0;114;13;juillet;2022;17;0
Là où chantent les écrevisses;Drame;Thriller;Olivia Newman;Daisy Edgar-Jones;Taylor John Smith;Harris Dickinson;2,6;good;Lucy Alibar;U.S.A.;Sony Pictures Releasing France;Anglais;0.0;1.0;0.0;125;17;août;2022;1;0
La Page blanche;Comédie;Romance;Murielle Magellan;Sara Giraudeau;Pierre Deladonchamps;Grégoire Ludig;3,4;good;Murielle Magellan;France;SND;Français;0.0;2.0;2.0;100;31;août;2022;7;0
La Passagère;Drame;Romance;Héloïse Pelloquet;Cécile de France;Félix Lefebvre;Grégoire Monsaingeon;3,4;good;Héloïse Pelloquet;France;Bac Films;Français;1.0;10.0;1.0;95;28;décembre;2022;1;0
La Petite Bande;Comédie;;Pierre Salvadori;Paul Belhoste;Mathys Clodion-Gines;Aymé Medeville;3,4;good;Pierre Salvadori;France;Gaumont Distribution;Français;3.0;0.0;0.0;108;20;juillet;2022;2;0
La Petite Nemo et le Monde des rêves;Aventure;Famille;Francis Lawrence;Jason Momoa;Marlow Barkley;Chris O'Dowd;2,8;good;David Guion;U.S.A.;;Anglais;1.0;0.0;0.0;117;18;novembre;2022;0;0
La Princesse;Action;Aventure;Le-Van Kiet;Joey King;Dominic Cooper;Olga Kurylenko;;soso;Ben Lustig;U.S.A.;;Anglais;0.0;3.0;0.0;105;1;juillet;2022;0;0
La prof est amoureuse;Comédie;Romance;Ken Friss;Tara Wilson;Andrew Dunbar;Glynis Davies;;good;Brian Ruberry;U.S.A.;;Anglais;0.0;0.0;0.0;85;25;novembre;2022;0;0
La Proie du diable;Epouvante-horreur;Thriller;Daniel Stamm;Jacqueline Byers;Virginia Madsen;Colin Salmon;2,5;soso;Robert Zappia;U.S.A.;Metropolitan FilmExport;Anglais;0.0;0.0;2.0;93;26;octobre;2022;0;0
La Promesse de l’aidant;Drame;;Edouard Carrion;Frédéric Bossé;Valérie Martin (II);Joelle Brochand;;soso;;France;;Français;0.0;0.0;0.0;90;16;novembre;2022;0;0
La Rivière perdue;Fantastique;Thriller;Paul Shoulberg;Bethany Joy Lenz;Alysia Reiner;Katie Sarife;;bad;Paul Shoulberg;U.S.A.;;Anglais;0.0;0.0;0.0;94;30;juin;2022;0;0
La Romancière, le film et le heureux hasard;Comédie;Comédie dramatique;Hong Sang-Soo;Hye-yeong Lee;Kim Min-Hee;Young-hwa Seo;3,8;soso;Hong Sang-Soo;Corée du Sud;Arizona Distribution;Coréen;4.0;0.0;1.0;93;15;février;2023;9;0
La Ruse;Drame;Historique;John Madden;Colin Firth;Matthew Macfadyen;Kelly Macdonald;3,2;good;Michelle Ashford;Grande-Bretagne;Warner Bros. France;Anglais;1.0;7.0;1.0;127;27;avril;2022;2;0
La scuola cattolica;Drame;;Stefano Mordini;Benedetta Porcaroli;Giulio Pranno;Emanuele Maria Di Stefano;;bad;Massimo Gaudioso;Italie;;Italien;13.0;0.0;0.0;106;14;septembre;2022;1;0
La sœur de trop;Thriller;;Anthony C. Ferrante;Scout Taylor-Compton;Terrance Keith Richardson;Angie Teodora Dick;;soso;Stephen Romano;Canada;;Anglais;0.0;0.0;0.0;90;9;juin;2022;0;0
La Syndicaliste;Drame;Thriller;Jean-Paul Salomé;Isabelle Huppert;Grégory Gadebois;Yvan Attal;3,3;good;Fadette Drouard;France;Le Pacte;Français;1.0;19.0;1.0;121;1;mars;2023;2;0
La Vie, l’amour, tout de suite;Drame;;Nicolas Cuche;Anne Marivin;Sandy Afiuni;Eric Caravaca;;good;Caroline Franc;France;M6;Français;1.0;1.0;0.0;90;31;janvier;2023;0;0
Laal Singh Chaddha;Comédie dramatique;;Advait Chandan;Aamir Khan;Mona Singh;Kareena Kapoor;2,9;excellent;;Inde;Paramount Pictures France;Français;0.0;0.0;0.0;159;11;août;2022;0;0
Lamborghini, l'homme derrière la légende;Biopic;Drame;Bobby Moresco;Frank Grillo;Mira Sorvino;Gabriel Byrne;;soso;Bobby Moresco;U.S.A.;OCS Max;Anglais;4.0;0.0;2.0;97;18;février;2023;1;0
Largué;Drame;Romance;Ozan Açıktan;Dilan Çiçek Deniz;Burak Deniz;Ersin Arıcı;;soso;Sami Berat Marçalı;Turquie;;Turc;0.0;0.0;0.0;107;11;novembre;2022;0;0
Last Seen Alive;Action;Thriller;Brian Goodman;Gerard Butler;Jaimie Alexander;Russell Hornsby;;soso;Marc Frydman;U.S.A.;;Anglais;0.0;6.0;1.0;96;1;août;2022;0;0
Laththi;Action;Thriller;A. Vinoth Kumar;Vishal;Sunaina;Prabhu;;soso;Pon Parthiban;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;22;décembre;2022;0;0
Le 4eme mousquetaire;Action;Aventure;Steve Lawson;Sean Cronin;Ciaron Davies;Ade Dimberline;;soso;Steve Lawson;Grande-Bretagne;;Anglais;0.0;0.0;0.0;85;21;novembre;2022;0;0
Le Bal de l'Enfer;Epouvante-horreur;Thriller;Jessica M. Thompson;Nathalie Emmanuel;Thomas Doherty;Alana Boden;1,3;bad;Blair Butler;U.S.A.;Sony Pictures Releasing France;Anglais;0.0;0.0;0.0;106;24;août;2022;0;0
Le Bal masqué de Noël;Romance;;Michelle Ouellet;Erin Agostino;David Lafontaine;Darlene Cooke;;soso;Julia Cranney;U.S.A.;NRJ 12;Anglais;0.0;0.0;0.0;90;18;décembre;2022;0;0
Le Barrage;Drame;;Ali Cherri;Maher El Khair;Mudathir Musa;Santino Aguer Ding;3,3;soso;Ali Cherri;France;Dulac Distribution;Arabe;0.0;0.0;0.0;81;1;mars;2023;4;0
Le Bleu du Caftan;Drame;Romance;Maryam Touzani;Lubna Azabal;Saleh Bakri;Ayoub Missioui;3,8;excellent;Maryam Touzani;France;Ad Vitam;Arabe;8.0;2.0;0.0;122;22;mars;2023;14;0
Le brigand Briquambroque;Aventure;Famille;Michael Krummenacher;Nicholas Ofczarek;Hans Marquard;Benedikt Jenke;;soso;Matthias Pacht;Allemagne;;Allemand;3.0;0.0;0.0;106;19;mars;2023;0;0
Le carré noir;Comédie;Policier;Peter Meister;Bernhard Schütz;Sandra Hüller;Jacob Matschenz;;soso;Peter Meister;Allemagne;Arte;Allemand;0.0;0.0;4.0;105;18;juillet;2022;0;0
Le Cataclysme de l'amour;Drame;Romance;Hilal Saral Ünalan;Pınar Deniz;Boran Kuzum;Yiğit Kirazcı;;good;Yılmaz Erdoğan;Turquie;;Turc;0.0;0.0;0.0;100;20;juin;2022;0;0
Le Chat Potté 2 : la dernière quête;Aventure;Animation;Januel P. Mercado;Boris Rehlinger;Antonio Banderas;Diane Dassigny;3,1;excellent;Paul Fisher (II);U.S.A.;Universal Pictures International France;Anglais;0.0;0.0;3.0;102;7;décembre;2022;3;0
Le ciel est partout;Drame;Romance;Josephine Decker;Cherry Jones;Jason Segel;Pico Alexander;;soso;Jandy Nelson;U.S.A.;;Anglais;0.0;3.0;3.0;103;26;juin;2022;0;0
Le Clan;Comédie;;Eric Fraticelli;Eric Fraticelli;Denis Braccini;Philippe Corti;3,3;good;Eric Fraticelli;France;Pan Distribution;Français;0.0;0.0;0.0;92;18;janvier;2023;0;0
Le Cours de la vie;Comédie dramatique;;Frédéric Sojcher;Agnès Jaoui;Jonathan Zaccaï;Géraldine Nakache;3,3;good;Alain Layrac;France;Jour2fête;Français;1.0;11.0;2.0;90;10;mai;2023;0;0
Le Couteau par la lame;Drame;Espionnage;Janus Metz Pedersen;Chris Pine;Thandiwe Newton;Laurence Fishburne;;soso;Olen Steinhauer;U.S.A.;;Anglais;1.0;0.0;2.0;101;8;avril;2022;0;0
Le Défi de Noël;Comédie;Romance;Florian Hessique;Aurore Planas;Florian Hessique;Corin Nemec;2,7;soso;Florian Hessique;France;Panoceanic Films;Français;0.0;0.0;0.0;110;16;novembre;2022;0;0
Le Dernier patient;Thriller;;Anders Rønnow Klarlund;Signe Egholm Olsen;Anton Hjejle;Dan Zahle;;good;Anders Rønnow Klarlund;Danemark;;Danois;0.0;0.0;0.0;97;1;juillet;2022;0;0
Le Destin des Tortues Ninja : Le film;Action;Aventure;Andy Suriano;Ben Schwartz;Omar Benson Miller;Brandon Mychal Smith;;soso;Tony Gama-Lobo;U.S.A.;;Anglais;0.0;0.0;0.0;82;5;août;2022;0;0
Le dirigeant;Comédie;;Ariel Winograd;Leonardo Sbaraglia;Carla Peterson;Martín Piroyansky;;soso;Patricio Vega;Argentine;;Espagnol;0.0;1.0;0.0;105;11;février;2023;0;0
Le Dragon de mon père;Aventure;Animation;Nora Twomey;Jacob Tremblay;Judy Greer;Leighton Meester;;good;Meg LeFauve;Irlande;Netflix France;Anglais;4.0;1.0;0.0;99;11;novembre;2022;0;0
Le Festival des troubadours;Drame;;Özcan Alper;Kıvanç Tatlıtuğ;Settar Tanrıöğen;Erkan Can;;soso;Özcan Alper;Turquie;;Turc;0.0;0.0;0.0;102;2;septembre;2022;0;0
