Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Contrecoups;18 mars 2022; 1h 32min ;Policier;Drame;Thriller;Charlie McDowell;NA;Jason Segel;Lily Collins;Jesse Plemons;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=294475.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=250462.html;Justin Lader;U.S.A.;NA;NA;0;-;Anglais;NA;0;3;2
Corrective Measures : Mutants Surpuissants;8 mars 2023; Action, Science Fiction;Action;Science Fiction;NA;Sean O'Reilly;NA;Bruce Willis;Michael Rooker;Dan Payne;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=296120.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=507663.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Corsage;14 décembre 2022; 1h 53min ;Biopic;Drame;Historique;Marie Kreutzer;NA;Vicky Krieps;Florian Teichtmeister;Katharina Lorenz;3,7;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=287317.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=502381.html;Marie Kreutzer;Autriche;Luxembourg;Ad Vitam;1         7            ;-;Allemand, Anglais, Français, Hongrois;80 142 entrées;9;1;0
Couché !;23 novembre 2022; 1h 35min ;Comédie;NA;NA;Ihtzi Hurtado;NA;Sebastián Dante;Sirena Ortiz;Harold Azuara;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=309819.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=920111.html;Ihtzi Hurtado;Mexique;NA;NA;0;-;Espagnol;NA;NA;NA;NA
Couleurs de l'incendie;9 novembre 2022; 2h 16min ;Drame;Historique;NA;Clovis Cornillac;NA;Léa Drucker;Benoît Poelvoorde;Alice Isaaz;3,3;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=276718.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=7754.html;Pierre Lemaitre;France;NA;Gaumont Distribution;2            ;-;Français;742 070 entrées;7;2;4
Coup de foudre en harmonie;14 février 2023; 1h 27min ;Comédie;Romance;NA;Michael Robison;NA;Jessica Lowndes;Jesse Metcalfe;Linden McMillan;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=299299.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=86479.html;Jessica Lowndes;U.S.A.;NA;TF1;0;-;Anglais;NA;0;0;0
Coup de foudre royal à Noël;4 décembre 2022; 1h 30min ;Romance;NA;NA;Jonathan MacPherson;NA;Jordana Largy;Matthew MacCaull;Ashley Alexander;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=310392.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=945815.html;Jennifer Edwards;U.S.A.;NA;NRJ 12;0;-;Anglais;NA;NA;0;0
Coup de théâtre;14 septembre 2022; 1h 38min ;Comédie;Policier;NA;Tom George;NA;Sam Rockwell;Saoirse Ronan;Adrien Brody;2,8;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=288451.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=454184.html;Mark Chappell;Grande-Bretagne;NA;The Walt Disney Company France;1           ;-;Anglais;121 975 entrées;0;4;1
Coupez !;18 mai 2022; 1h 52min ;Comédie;Epouvante-horreur;NA;Michel Hazanavicius;NA;Romain Duris;Bérénice Bejo;Grégory Gadebois;3,8;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=291483.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5079.html;Michel Hazanavicius;France;NA;Pan Distribution;3            ;-;Français;283 681 entrées;22;6;5
Cours Particuliers;16 décembre 2022; 1h 29min ;Comédie;Romance;NA;Kıvanç Baruönü;NA;Bensu Soral;Halit Özgür Sarı;Helin Kandemir;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=310602.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=654288.html;Murat Dişli;Turquie;NA;NA;0;-;Turc;NA;NA;NA;NA
Cours Particuliers;16 décembre 2022; 1h 29min ;Comédie;Romance;NA;Kıvanç Baruönü;NA;Bensu Soral;Deniz Altan;Hatice Aslan;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=310625.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=654288.html;Murat Dişli;Turquie;NA;NA;0;-;Turc;NA;NA;NA;NA
Crash lunaire;3 avril 2023; 1h 30min ;Action;NA;NA;Noah Luke;NA;Jeremy London;Tyler Christopher;Pauline Egan;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=300364.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=120116.html;Lauren Pritchard;U.S.A.;NA;Canal VOD;0;-;Anglais;NA;0;0;0
Crime à Ramatuelle;7 janvier 2023; 1h 30min ;Policier;NA;NA;Nicolas Picard-Dreyfuss;NA;Florence Pernel;Lola Dewaere;Matthieu Burnel;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=302292.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=840288.html;Jean Falculete;France;NA;France 2;0;-;Français;NA;0;1;1
Crush;23 mars 2022; 1h 32min ;Thriller;NA;NA;Luis Prieto;NA;Cameron Monaghan;Lilly Krug;John Malkovich;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=298640.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=469506.html;David Loughery;U.S.A.;NA;Originals Factory;0;-;Anglais;NA;0;0;0
Crush;29 avril 2022; 1h 33min ;Comédie;Comédie dramatique;Drame;Sammi Cohen;NA;Rowan Blanchard;Auli'i Cravalho;Isabella Ferreira;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=295295.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=940899.html;Kirsten King;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Dada;10 février 2023; 2h 30min ;Comédie;Romance;NA;Ganesh K Babu;NA;Kavin;Aparna Das Gupta;K. Bhagyaraja;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=313126.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=986188.html;Ganesh K Babu;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;NA;0
Daagadi Chawl2;17 septembre 2022; 2h 10min ;Drame;Espionnage;NA;Chandrakant Kanse;NA;Neha Bam;Nitin Bodhare;Ankush Chaudhari;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=308275.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=974889.html;NA;Inde;NA;NA;0;-;-;NA;NA;NA;NA
Dans l'ombre des dunes;21 mai 2022; 1h 30min ;Policier;Drame;NA;Philippe Dajoux;NA;Bruno Salomone;Mickael Lumière;Erika Sainte;3,0;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=304182.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=24372.html;Christian Mouchart;France;NA;France 3;0;-;Français;NA;0;0;0
Darby and the Dead;27 janvier 2023; 1h 40min ;Comédie;Fantastique;Romance;Silas Howard;NA;Riele Downs;Auli'i Cravalho;Chosen Jacobs;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=302295.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=551250.html;Becca Greene;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Dark Cloud;6 octobre 2022; 1h 21min ;Epouvante-horreur;Science Fiction;Thriller;Jay Ness;NA;Emily Atack;Hugo Armstrong;Brittany Benjamin;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=300343.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=954979.html;J.J. Kaiser;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Darlings;5 août 2022; 2h 13min ;Comédie;Comédie dramatique;Drame;Jasmeet K. Reen;NA;Alia Bhatt;Roshan Mathew;Shefali Shah;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=304866.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=890335.html;Jasmeet K. Reen;Inde;NA;NA;0;-;Hindi;NA;NA;0;0
Day Shift;12 août 2022; 1h 53min ;Action;Fantastique;Thriller;J.J. Perry;NA;Jamie Foxx;Dave Franco;Snoop Dogg;2,5;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=287291.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=130867.html;Shay Hatten;U.S.A.;NA;NA;0;-;Anglais;NA;0;3;0
De l’autre côté du mur;4 janvier 2023; 1h 01min ;Thriller;NA;NA;Tiburce;NA;Karine Loriau;Etiève Lena;Sylvain Pierre;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=297418.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=86107.html;NA;France;NA;Bon Voyage Films;0;-;Français;71 entrées;NA;NA;0
De miel et de sang;1 octobre 2022; 1h 30min ;Drame;NA;NA;Lou Jeunet;NA;Nicolas Gob;Léa François;Eva Darlan;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=305476.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=134834.html;Marc Eisenchteter;France;NA;France 3;0;-;Français;NA;0;2;0
Deadstream;10 janvier 2023; 1h 27min ;Comédie;Epouvante-horreur;NA;Joseph Winter;Vanessa Winter;Joseph Winter;Melanie Stone;Jason K. Wixom;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=305576.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=967541.html;Joseph Winter;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Dealer;9 novembre 2022; 1h 44min ;Drame;NA;NA;Jeroen Perceval;NA;Sverre Rous;Ben Segers;Hannah Macpherson;2,8;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=279740.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=502162.html;Jeroen Perceval;Belgique;NA;Eurozoom;0;-;Flamand;1 490 entrées;0;NA;0
Débrouille et démêlés;28 juillet 2022; Comédie;Comédie;NA;NA;NA;NA;Juliana Alves;Neusa Borges;Nando Cunha;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=305745.html;NA;NA;Brésil;NA;NA;0;-;Portugais;NA;NA;NA;NA
Decision To Leave;29 juin 2022; 2h 18min ;Policier;Drame;Romance;Park Chan-Wook;NA;Tang Wei;Park Hae-il;Jung-hyun Lee;4,0;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=287116.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=81272.html;Park Chan-Wook;Corée du Sud;NA;Bac Films;1         9            ;-;Coréen, Chinois;303 126 entrées;4;1;0
Deep Fear;20 avril 2022; 1h 20min ;Epouvante-horreur;Thriller;NA;Grégory Beghin;NA;Blaise Afonso;Olivier Bony;Toussaint Colombani;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=302227.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=784471.html;Nicolas Tackian;France;Belgique;OCS Choc;0;-;Français;NA;NA;NA;0
Des bleus à l’âme;27 février 2017; 1h 37min ;Drame;NA;NA;Miles Warren;NA;Jalyn Hall;Trevante Rhodes;Shamier Anderson;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=310882.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=980874.html;Ben Medina;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Des Feux dans la nuit;3 août 2022; Drame;Drame;NA;NA;Dominique Lienhard;NA;Igor Van Dessel;Ana Girardot;Jérémie Elkaïm;2,5;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=273814.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=97935.html;Dominique Lienhard;France;Belgique;Dulac Distribution;0;-;Français;3 119 entrées;0;0;1
Des garçons de province;1 février 2023; 1h 24min ;Romance;NA;NA;Gaël Lépingle;NA;Léo Pochat;Yves-Batek Mendy;Edouard Prévot;3,3;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=309494.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=176223.html;Gaël Lépingle;France;NA;La Traverse;0;-;Français;2 331 entrées;1;0;NA
Desconectados;23 décembre 2022; Comédie dramatique;Comédie dramatique;NA;NA;Diego Rougier;NA;Jaime Vadell;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=305256.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=600250.html;Diego Rougier;Chili;NA;NA;0;-;Espagnol;NA;NA;0;0
Désordres;12 avril 2023; 1h 33min ;Drame;NA;NA;Cyril Schäublin;NA;Clara Gostynski;Alexei Evstratov;Monika Stalder;3,7;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=284881.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=822251.html;Cyril Schäublin;Suisse;NA;Shellac;1           ;-;Suisse allemand, Français, Russe;10 005 entrées;NA;NA;NA
Detective Conan : La Fiancée de Shibuya;18 mai 2022; 1h 50min ;Action;Animation;Comédie;Susumu Mitsunaka;NA;Minami Takayama;Wakana Yamazaki;Chafûrin;3,4;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=299558.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=838250.html;Okura Takahiro;Japon;NA;Eurozoom;0;-;Japonais;26 204 entrées;NA;0;0
Detective Knight: Redemption;2 février 2023; 1h 37min ;Action;Thriller;NA;Edward Drake;NA;Bruce Willis;Corey Large;Jenn Bird;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=309231.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=898487.html;Edward Drake;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Detective Knight: Rogue;3 janvier 2023; 1h 45min ;Action;Thriller;NA;Edward Drake;NA;Bruce Willis;Jimmy Jean-Louis;Lochlyn Munro;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=308180.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=898487.html;Edward Drake;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Devotion;3 mars 2023; 2h 19min ;Biopic;Drame;Guerre;J.D. Dillard;NA;Jonathan Majors;Glen Powell;Christina Jackson;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=277838.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=739842.html;Jake Crane;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Dhokha: Round D Corner;27 novembre 2022; Policier, Thriller;Policier;Thriller;NA;Kookie V. Gulati;NA;Madhavan;Aparshakti Khurana;Darshan Kumaar;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=307761.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=427520.html;Kookie V. Gulati;Inde;NA;NA;0;-;Hindi;NA;0;0;NA
Diabolik 2;3 janvier 2023; Policier;Policier;NA;NA;Antonio Manetti;Marco Manetti;Luca Marinelli;Miriam Leone;Valerio Mastandrea;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=303818.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=42904.html;Antonio Manetti;Italie;NA;Metropolitan FilmExport;0;-;Italien;NA;3;2;0
Dig;27 octobre 2022; 1h 29min ;Thriller;NA;NA;K. Asher Levin;NA;Emile Hirsch;Thomas Jane;Liana Liberato;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=287026.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=422540.html;Benhur Ablakhad;U.S.A.;NA;NA;0;-;Anglais;NA;0;4;3
Dinner at My Place;24 novembre 2022; 1h 43min ;Comédie;Romance;NA;Kevin Luther Apaa;NA;Bisola Aiyeola;Sophie Alakija;Gabriel Ameh;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=310931.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=981001.html;NA;Nigéria;U.S.A.;NA;0;-;Anglais;NA;NA;NA;NA
Diorama;6 septembre 2022; 1h 39min ;Romance;NA;NA;Tuva Novotny;NA;Claes Bang;Gustav Lindh;David Dencik;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=307139.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=64416.html;Tuva Novotny;Suède;Norvège;NA;0;-;Suédois;NA;1;1;0
Disconnect: The Wedding Planner;21 décembre 2022; 1h 46min ;Comédie;NA;NA;David Tosh Gitonga;NA;Catherine Kamau;Wale Ojo;NA;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=311024.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=916955.html;NA;Kenya;NA;NA;0;-;Anglais;NA;NA;NA;0
Divertimento;25 janvier 2023; 1h 50min ;Biopic;Drame;NA;Marie-Castille Mention-Schaar;NA;Oulaya Amamra;Lina El Arabi;Niels Arestrup;3,0;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=292559.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=131987.html;Marie-Castille Mention-Schaar;France;NA;Le Pacte;0;4,4 M€;Français;263 499 entrées;6;2;0
Dobaaraa;10 novembre 2022; 2h 15min ;Drame;Fantastique;Thriller;Anurag Kashyap;NA;Tapsee Pannu;Rahul Bhat;Saswata Chatterjee;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=307082.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=202415.html;Nihit Bhave;Inde;NA;NA;0;-;Hindi;NA;1;0;0
Doctor G;19 décembre 2022; Divers;Divers;NA;NA;Anubhuti Kashyap;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=308514.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=572512.html;NA;Inde;NA;NA;0;-;Hindi;NA;0;0;0
Doctor Strange in the Multiverse of Madness;4 mai 2022; 2h 06min ;Action;Aventure;Fantastique;Sam Raimi;NA;Benedict Cumberbatch;Elizabeth Olsen;Chiwetel Ejiofor;3,2;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=251390.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3556.html;Michael Waldron;U.S.A.;NA;The Walt Disney Company France;0;-;Anglais;3 265 345 entrées;1;1;4
Dodo;10 août 2022; 2h 12min ;Comédie;Drame;NA;Panos H. Koutras;NA;Smaragda Karydi;Akis Sakellariou;Marisha Triantafyllidou;2,7;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=287318.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=63311.html;Panos H. Koutras;Grèce;France;Pyramide Distribution;1           ;-;Grec;20 634 entrées;11;NA;NA
Dog;21 juillet 2022; 1h 42min ;Comédie dramatique;NA;NA;Reid Carolin;Channing Tatum;Channing Tatum;Luke Forbes;Ethan Suplee;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=281613.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=520183.html;Reid Carolin;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Doll House;24 octobre 2022; 1h 47min ;Comédie;Drame;NA;Marla Ancheta;NA;Baron Geisler;Mary Joy Apostol;Alwyn Uytingco;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=308429.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=917489.html;NA;Philippines;NA;NA;0;-;Filipino;NA;NA;0;NA
Domingo et la brume;15 février 2023; 1h 32min ;Drame;Fantastique;NA;Ariel Escalante Meza;NA;Carlos Ureña;Sylvia Sossa;Esteban Brenes Serrano;3,2;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=303684.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=662464.html;Ariel Escalante Meza;Costa Rica;Qatar;Epicentre Films;7            ;-;Espagnol;3 639 entrées;NA;NA;NA
Don;13 mai 2022; 2h 30min ;Action;Comédie;Romance;Cibi Chakaravarthi;NA;Sivakarthikeyan;S.J. Suryah;Priyanka Arul Mohan;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=303344.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=961443.html;Cibi Chakaravarthi;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;0;NA
Don Juan;23 mai 2022; 1h 40min ;Comédie dramatique;Comédie musicale;NA;Serge Bozon;NA;Virginie Efira;Tahar Rahim;Alain Chamfort;3,1;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=279869.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=19161.html;Serge Bozon;France;NA;ARP Sélection;1           ;-;Français;50 796 entrées;1;2;7
Don Sauvage;14 septembre 2022; 1h 04min ;Drame;NA;NA;Zacharie Heyblom-Taliercio;Vladimir Auque;Selma Lhaïj;Justine Demeaux;Zacharie Heyblom-Taliercio;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=303044.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=868619.html;Zacharie Heyblom-Taliercio;France;NA;NA;0;-;Français;17 entrées;NA;NA;0
Don't Make Me Go;15 juillet 2022; 1h 49min ;Drame;NA;NA;Hannah Marks;NA;John Cho;Mia Isaac;Kaya Scodelario;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=291825.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=165463.html;Vera Herbert;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;NA
Don't Worry Darling;21 septembre 2022; 2h 03min ;Thriller;NA;NA;Olivia Wilde;NA;Florence Pugh;Harry Styles;Chris Pine;3,1;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=276064.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=104785.html;Katie Silberman;U.S.A.;NA;Warner Bros. France;2            ;-;Anglais;345 108 entrées;3;1;0
Dongalunnaru Jagratta;3 décembre 2022; 1h 36min ;Thriller;NA;NA;NA;NA;Samuthirakani Pandiyaraj;Murali Sharma;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=310769.html;NA;NA;Inde;NA;NA;0;-;Hindi;NA;NA;0;NA
Double XL;18 janvier 2023; 2h 08min ;Comédie;Drame;NA;NA;NA;Sonakshi Sinha;Huma Qureshi;Dolly Singh;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=309813.html;NA;NA;Inde;NA;NA;0;-;Hindi;NA;NA;1;0
Doublement enceinte 2;5 août 2022; 1h 39min ;Comédie;NA;NA;Koko Stambuk;NA;Gustavo Egelhaaf;Matías Novoa;Carmen Aub;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=306362.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=881193.html;NA;Mexique;NA;NA;0;-;Espagnol;NA;NA;NA;0
Douce nuit, folle nuit;23 décembre 2022; 1h 30min ;Comédie;NA;NA;Arash T. Riahi;Arman T. Riahi;Faris Rahoma;Sonja Chan;Roland Düringer;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=311428.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=203846.html;Pia Hierzegger;Autriche;NA;NA;0;-;Allemand;NA;1;0;NA
Doula;4 juillet 2022; 1h 45min ;Comédie;NA;NA;Cheryl Nichols;NA;Troian Bellisario;Arron Shiver;Will Greenberg;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=303895.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=697635.html;Cheryl Nichols;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Dounia et la princesse d’Alep;1 février 2023; 1h 13min ;Aventure;Animation;Fantastique;Marya Zarif;André Kadi;Rahaf Ataya;Elsa Mardirossian;Manuel Tadros;3,7;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=300279.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=954861.html;Marya Zarif;France;NA;Haut et Court;0;-;Français;52 187 entrées;NA;NA;NA
Downton Abbey II : Une nouvelle ère;27 avril 2022; 2h 06min ;Drame;Historique;NA;Simon Curtis;NA;Hugh Bonneville;Michelle Dockery;Elizabeth McGovern;3,3;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=279664.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=51223.html;Julian Fellowes;Grande-Bretagne;NA;Universal Pictures International France;0;-;Anglais;436 576 entrées;2;5;7
Dragon Ball Super: Super Hero;5 octobre 2022; 1h 39min ;Action;Animation;Fantastique;Tetsuro Kodama;NA;Patrick Borg;Masako Nozawa;Mark Lesser;3,0;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=292719.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=958034.html;Akira Toriyama;Japon;NA;Sony Pictures Releasing France;0;-;Japonais;391 868 entrées;NA;0;0
DSP;2 décembre 2022; 2h 30min ;Action;Drame;NA;Ponram;NA;Vijay Sethupathi;Anukreethy Vas;Pugazh;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=310326.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=759193.html;Ponram;Inde;NA;Night ed films;0;-;Autre;NA;0;0;NA
Du crépitement sous les néons;16 novembre 2022; 1h 32min ;Drame;NA;NA;FGKO;NA;Jérémie Laheurte;Tracy Gotoas;Bosh;2,8;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=295440.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=647111.html;Sherazade Khalladi;France;NA;The Jokers / Les Bookmakers;0;-;Français;20 214 entrées;NA;0;0
Dual;17 novembre 2022; 1h 34min ;Comédie;Drame;Science Fiction;Riley Stearns;NA;Karen Gillan;Aaron Paul;Beulah Koale;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=282368.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=695374.html;Riley Stearns;U.S.A.;Finlande;NA;5            ;-;Anglais;NA;NA;0;1
Earwig;18 janvier 2023; 1h 54min ;Drame;NA;NA;Lucile Hadzihalilovic;NA;Paul Hilton;Romane Hemelaers;Romola Garai;3,6;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=287725.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=24206.html;Lucile Hadzihalilovic;France;Grande-Bretagne;New Story;0;-;Anglais;1 950 entrées;3;0;NA
Easter Sunday;août 2022; 1h 36min ;Comédie;Famille;NA;Jay Chandrasekhar;NA;Jo Koy;Tiffany Haddish;Lydia Gaston;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=291995.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=94515.html;Ken Cheng;U.S.A.;NA;Universal Pictures International France;0;-;Anglais;NA;2;NA;1
Eaux profondes;18 mars 2022; 1h 55min ;Erotique;Thriller;NA;Adrian Lyne;NA;Ben Affleck;Ana de Armas;Tracy Letts;2,3;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=276098.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=7046.html;Zack Helm;U.S.A.;NA;NA;0;-;Anglais;NA;4;14;1
