Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
L'Emprise du démon;1;2023;11 janvier 2023;93;Epouvante-horreur;Oliver Park;Nick Blood;Emily Wiseman;1,7;Hank Hoffman;Grande-Bretagne;0;Anglais;0;0;
L'Emprise du vice;1;2022;13 janvier 2022;94;Policier;Monika Mitchell;Alyssa Milano;Sam Page;1,5;Suzette Couture;U.S.A.;0;Anglais;0;0;0
L'Enfant du mois de Kamiari;2;2022;8 février 2022;99;Animation;;Aju Makita;Miyu Irino;3;;Japon;0;Japois;;;0
L'Envol;1;2023;11 janvier 2023;100;Drame;Pietro Marcello;Raphaël Thiéry;Juliette Jouan;3,5;Pietro Marcello;France;1;Français;1;0;
L'Esprit d'Halloween;12;2022;21 décembre 2022;81;Aventure;David Poag;Christopher Lloyd;Donovan Colan;1,3;Billie Bates;U.S.A.;0;Anglais;;1;
L'Étau;5;2023;21 mai 2023;89;Espionge;Götz Spielmann;Fritz Karl;Oliver Rosskopf;;;Autriche;0;Allemand;2;0;0
L'Etrange histoire du coupeur de bois;1;2023;4 janvier 2023;99;Comédie;Mikko Myllylahti;Jarkko Lahti;Hannu-Pekka Björkman;3,3;Mikko Myllylahti;Finlande;28;Finnois;;;0
L’histoire d'Annette Zelman;1;2023;25 janvier 2023;93;Drame;Philippe Le Guay;Julie Gayet;Laurent Lucas;3,6;Emmanuel Salinger;France;0;Français;1;2;1
L'Homme le plus heureux du monde;2;2023;22 février 2023;95;Drame;Teo Strugar Mitevska;Jele Kordić Kuret;Adn Omerovic;2,9;Teo Strugar Mitevska;Macédoine;2;Bosniaque, Serbo-Croate;7;0;0
L'Homme parfait;6;2022;22 juin 2022;85;Comédie;Xavier Durringer;Didier Bourdon;Pierre-François Martin-Laval;1,8;Miller Duval;France;0;Français;1;1;2
L'Imagition est une folle aventure;2;2023;15 février 2023;36;Animation;Judit Orosz;;;;;Hongrie;0;Muet, Français;;0;0
L'Immensita;1;2023;11 janvier 2023;97;Drame;Emanuele Crialese;Penélope Cruz;Vincenzo Amato;3,4;Emanuele Crialese;Italie;4;Italien;3;9;0
L'Innocent;10;2022;12 octobre 2022;100;Comédie;Louis Garrel;Roschdy Zem;Anouk Grinberg;3,9;Louis Garrel;France;215;Français;5;9;2
L'Odeur du vent;5;2023;24 mai 2023;90;Drame;Hadi Mohaghegh;Hadi Mohaghegh;Mohammad Eghbali;3,3;Hadi Mohaghegh;Iran;0;Perse;;;
L'Oeil du mal;5;2023;12 mai 2023;100;Epouvante-horreur;Isaac Ezban;Ofelia Medi;Samantha Castillo;1,9;Isaac Ezban;Mexique;0;Espagnol;0;0;0
L'Origine du mal;10;2022;5 octobre 2022;125;Drame;Sébastien Marnier;Laure Calamy;Doria Tillier;3,6;Sébastien Marnier;France;1;Français;1;2;1
La Belle bleue;1;2023;18 janvier 2023;98;Comédie dramatique;Ron De Suin;Ioan André;Ron De Suin;3,6;Ron De Suin;France;0;Français;;;
La Bulle;4;2022;1 avril 2022;126;Comédie;Judd Apatow;Karen Gillan;Pedro Pascal;1,7;Judd Apatow;U.S.A.;1;Anglais;8;0;0
La caída;12;2022;22 décembre 2022;95;Drame;Lucia Puenzo;Karla Souza;Hernán Mendoza;3,1;Mónica Herrera;Mexique;0;Espagnol;1;0;0
La Caida;11;2022;11 novembre 2022;95;Drame;Lucia Puenzo;Fernda Borches;Hernán Mendoza;3,4;Lucia Puenzo;Mexique;0;Espagnol;1;0;0
La Conférence;4;2023;19 avril 2023;108;Drame;Matti Geschonneck;Philipp Hochmair;Johannes Allmayer;3,8;Magnus Vattrodt;Allemagne;0;Allemand;0;0;0
La Conspiration du Caire;10;2022;26 octobre 2022;121;Thriller;Tarik Saleh;Tawfeek Barhom;Fares Fares;4;Tarik Saleh;Suède;18;Arabe;7;0;0
La Cour des miracles;9;2022;28 septembre 2022;94;Comédie;Carine May;Rachida Brakni;Aïde Rozam;3;Carine May;France;0;Français;2;3;0
La Dégustation;8;2022;31 août 2022;82;Comédie;Ivan Calbérac;Isabelle Carré;Berrd Campan;3,5;Ivan Calbérac;France;1;Français;8;5;1
La Dérive des continents (au sud);8;2022;24 août 2022;89;Drame;Lionel Baier;Isabelle Carré;Théodore Pellerin;2,5;Lionel Baier;Suisse;3;Français, Anglais, Italien, Bulgare, Allemand;8;5;1
La dernière colonie;7;1905;2022;52;Drame;Sofia Alaoui;Idir Azougli;Alassane Diong;;Anne Rambach;France;0;Français;0;1;0
La Dernière reine;4;2023;19 avril 2023;110;Drame;Damien Ounouri;Adila Bendimerad;Dali Benssalah;4,1;Damien Ounouri;Algérie;0;Algérien;;0;0
La dernière reine de Tahiti;11;2022;21 novembre 2022;90;Biopic;Adeline Darraux;Tuheï Adams;Berrd Le Coq;3,2;Francis Bianconi;France;0;Français;0;;2
La destition de Noël;11;2022;27 novembre 2022;90;Romance;Wendy Ord;tasha Wilson;Edward Ruttle;3;Brian Ruberry;U.S.A.;0;Anglais;;0;
La Fabrique des pandémies;5;2022;22 mai 2022;100;Divers;Marie-Monique Robin;Juliette Binoche;;3,7;Marie-Monique Robin;France;0;Français;0;8;0
La Famille Claus 3;12;2022;7 décembre 2022;73;Comédie;Ruben Vandenborre;Bracha van Doesburgh;Mo Bakker;2;Ruben Vandenborre;Belgique;0;Néerlandais;;0;
La Faute au karma ?;8;2022;3 août 2022;84;Comédie;Elisa Miller;Aislinn Derbez;Reta Notni;2,5;Fernda Eguiarte;Mexique;0;Espagnol;1;0;
La Femme de Tchaïkovski;2;2023;15 février 2023;143;Biopic;Kirill Serebrennikov;Odin Lund Biron;Alyo Mikhailova;3,4;Kirill Serebrennikov;Russie;7;Russe;1;;
La Forêt silencieuse;11;2022;17 novembre 2022;95;Policier;Saralisa Volm;Henriette Confurius;Noah Saavedra;2,3;Wolfram Fleischhauer;Allemagne;0;Allemand;0;0;0
La formule secrète de Noël;12;2022;5 décembre 2022;90;Romance;Robert Vaughn (III);zneen Contractor;Mykee Selkin;2,7;Rickie Castaneda;U.S.A.;0;Anglais;0;0;
La Grande magie;2;2023;8 février 2023;110;Comédie dramatique;Noémie Lvovsky;Denis Podalydès;Sergi López;2,7;Noémie Lvovsky;France;1;Français;4;10;1
La Guerre des Lulus;1;2023;18 janvier 2023;109;Aventure;Yann Samuell;Tom Castaing;Léord Fauquet;3,4;Yann Samuell;France;0;Français;1;;
La Légende des super-héros;6;2022;15 juin 2022;;Action;Jon McDold;Cary Elwes;Penelope Mitchell;1,5;Jon McDold;U.S.A.;0;Anglais;;0;0
La Ligne;1;2023;11 janvier 2023;103;Drame;Ursula Meier;Stéphanie Blanchoud;Valeria Bruni Tedeschi;3,2;Stéphanie Blanchoud;Suisse;10;Français;2;0;3
La machine inferle;10;2022;20 octobre 2022;117;Drame;Andrew Hunt (II);Guy Pearce;Alice Eve;2,5;Andrew Hunt (II);Grande-Bretagne;0;Anglais;;1;0
La Maison;11;2022;16 novembre 2022;90;Drame;Anissa Bonnefont;A Girardot;Aure Atika;2,7;Anissa Bonnefont;France;0;Français;;1;6
La Malédiction;5;2023;21 mai 2023;90;Policier;Marie Kreutzer;Julia Franz Richter;Regi Fritsch;;Marie Kreutzer;Autriche;0;Allemand;9;;0
La Malédiction de Raven's Hollow;2;2023;22 février 2023;108;Epouvante-horreur;Christopher Hatton;Melanie Zanetti;William Moseley;2,2;Christopher Hatton;Grande-Bretagne;0;Anglais;;0;1
La Malédiction des Dunois;10;2022;26 octobre 2022;83;Comédie;Patrice Blanchard;Alexis Ramos;Yves Poulin;3,2;Patrice Blanchard;France;0;Français;;;
La Maleta;5;2023;24 mai 2023;108;Policier;Jorge Dorado;Álvaro Morte;Verónica Echegui;2,8;txo López;Espagne;0;Espagnol;1;0;0
La mode, l'amour et moi;12;2022;16 décembre 2022;85;Comédie;Ken Friss;Cristi Rosato;Victor Zinck Jr.;;;Cada;0;Anglais, Italien, Français;0;0;0
La Montagne;2;2023;1 février 2023;112;Drame;Thomas Salvador;Thomas Salvador;Louise Bourgoin;3;Thomas Salvador;France;45;Français;2;2;2
La issance des oasis;3;2023;29 mars 2023;41;Animation;Ele Walf;;;2,7;;Allemagne;0;Français;0;0;0
La Nuit au Musée : le retour de Kahmunrah;12;2022;9 décembre 2022;77;Aventure;Matt Danner;Joshua Bassett;Thomas Lennon;2,3;Ray DeLaurentis;U.S.A.;0;Anglais;0;;1
La Nuit du 12;7;2022;13 juillet 2022;114;Policier;Dominik Moll;Bastien Bouillon;Bouli Lanners;4,1;Dominik Moll;France;89;Français;2;1;11
Là où chantent les écrevisses;8;2022;17 août 2022;125;Drame;Olivia Newman;Daisy Edgar-Jones;Taylor John Smith;4;Lucy Alibar;U.S.A.;1;Anglais;0;1;0
La Page blanche;8;2022;31 août 2022;100;Comédie;Murielle Magellan;Sara Giraudeau;Pierre Deladonchamps;3,5;Murielle Magellan;France;7;Français;0;2;2
La Passagère;12;2022;28 décembre 2022;95;Drame;Héloïse Pelloquet;Cécile de France;Félix Lefebvre;3,1;Héloïse Pelloquet;France;1;Français;1;10;1
La Petite Bande;7;2022;20 juillet 2022;108;Comédie;Pierre Salvadori;Paul Belhoste;Mathys Clodion-Gines;3,5;Pierre Salvadori;France;2;Français;3;;
La Petite Nemo et le Monde des rêves;11;2022;18 novembre 2022;117;Aventure;Francis Lawrence;Jason Momoa;Marlow Barkley;3,6;David Guion;U.S.A.;0;Anglais;1;0;
La Princesse;7;2022;1 juillet 2022;105;Action;Le-Van Kiet;Joey King;Dominic Cooper;2,2;Ben Lustig;U.S.A.;0;Anglais;;3;0
La prof est amoureuse;11;2022;25 novembre 2022;85;Comédie;Ken Friss;Tara Wilson;Andrew Dunbar;3,3;Brian Ruberry;U.S.A.;0;Anglais;0;0;0
La Proie du diable;10;2022;26 octobre 2022;93;Epouvante-horreur;Daniel Stamm;Jacqueline Byers;Virginia Madsen;2,2;Robert Zappia;U.S.A.;0;Anglais;0;0;2
La Promesse de l’aidant;11;2022;16 novembre 2022;90;Drame;Edouard Carrion;Frédéric Bossé;Valérie Martin (II);2,5;;France;0;Français;;;
La Rivière perdue;6;2022;30 juin 2022;94;Fantastique;Paul Shoulberg;Bethany Joy Lenz;Alysia Reiner;1,7;Paul Shoulberg;U.S.A.;0;Anglais;0;0;0
La Romancière, le film et le heureux hasard;2;2023;15 février 2023;93;Comédie;Hong Sang-Soo;Hye-yeong Lee;Kim Min-Hee;3;Hong Sang-Soo;Corée du Sud;18;Coréen;4;0;1
La Ruse;4;2022;27 avril 2022;127;Drame;John Madden;Colin Firth;Matthew Macfadyen;3,4;Michelle Ashford;Grande-Bretagne;2;Anglais;1;7;1
La scuola cattolica;9;2022;14 septembre 2022;106;Drame;Stefano Mordini;Benedetta Porcaroli;Giulio Pranno;1,9;Massimo Gaudioso;Italie;1;Italien;13;0;
La sœur de trop;6;2022;9 juin 2022;90;Thriller;Anthony C. Ferrante;Scout Taylor-Compton;Terrance Keith Richardson;3;Stephen Romano;Cada;0;Anglais;0;0;
La Syndicaliste;3;2023;1 mars 2023;121;Drame;Jean-Paul Salomé;Isabelle Huppert;Grégory Gadebois;3,9;Fadette Drouard;France;2;Français, Anglais;1;19;1
La Vérité sur les Rois Mages;12;2022;16 décembre 2022;77;Aventure;Víctor García León;Mauro Múñiz;Javier Carramiña;;Víctor García León;Espagne;0;Espagnol;1;0;0
La Vie en Plus Grand;9;2015;4 septembre 2015;124;Drame;;Hee Ching Paw;Lu Yi-Ching;;;Taïwan;0;Chinois;;0;0
La Vie, l’amour, tout de suite;1;2023;31 janvier 2023;90;Drame;Nicolas Cuche;Anne Marivin;Sandy Afiuni;3,6;Caroline Franc;France;0;Français;1;1;
Laal Singh Chaddha;8;2022;11 août 2022;159;Comédie dramatique;Advait Chandan;Aamir Khan;Mo Singh;4,1;;Inde;0;Français;;0;0
Lamborghini, l'homme derrière la légende;2;2023;18 février 2023;97;Biopic;Bobby Moresco;Frank Grillo;Mira Sorvino;2,2;Bobby Moresco;U.S.A.;1;Anglais;4;0;2
Largué;11;2022;11 novembre 2022;107;Drame;Ozan Açıktan;Dilan Çiçek Deniz;Burak Deniz;2,3;Sami Berat Marçalı;Turquie;0;Turc;0;;
Larva : Le Pouvoir de l'Amulette;5;2022;25 mai 2022;33;Animation;;;;3,1;;Pays-Bas;0;Néerlandais;;0;0
Last Seen Alive;8;2022;1 août 2022;96;Action;Brian Goodman;Gerard Butler;Jaimie Alexander;2,3;Marc Frydman;U.S.A.;0;Anglais;0;6;1
Laththi;12;2022;22 décembre 2022;150;Action;A. Vinoth Kumar;Vishal;Sui;2,5;Pon Parthiban;Inde;0;Tamoul;;;0
Le 4eme mousquetaire;11;2022;21 novembre 2022;85;Action;Steve Lawson;Sean Cronin;Ciaron Davies;2,8;Steve Lawson;Grande-Bretagne;0;Anglais;;0;
Le Bal de l'Enfer;8;2022;24 août 2022;106;Epouvante-horreur;Jessica M. Thompson;thalie Emmanuel;Thomas Doherty;1,7;Blair Butler;U.S.A.;0;Anglais;0;0;0
Le Bal masqué de Noël;12;2022;18 décembre 2022;90;Romance;Michelle Ouellet;Erin Agostino;David Lafontaine;3;Julia Cranney;U.S.A.;0;Anglais;;0;
Le Barrage;3;2023;1 mars 2023;81;Drame;Ali Cherri;Maher El Khair;Mudathir Musa;2,6;Ali Cherri;France;4;Arabe;;;
Le Bleu du Caftan;3;2023;22 mars 2023;122;Drame;Maryam Touzani;Lub Azabal;Saleh Bakri;4,3;Maryam Touzani;France;212;Arabe, Français;8;2;0
Le brigand Briquambroque;3;2023;19 mars 2023;106;Aventure;Michael Krummecher;Nicholas Ofczarek;Hans Marquard;3;Matthias Pacht;Allemagne;0;Allemand;3;0;
Le carré noir;7;2022;18 juillet 2022;105;Comédie;Peter Meister;Bernhard Schütz;Sandra Hüller;2,9;Peter Meister;Allemagne;0;Allemand;;0;4
Le Cataclysme de l'amour;6;2022;20 juin 2022;100;Drame;Hilal Saral Ülan;Pır Deniz;Boran Kuzum;3,1;Yılmaz Erdoğan;Turquie;0;Turc;0;;
Le Chameau et le meunier;9;2022;21 septembre 2022;49;Animation;Abdollah Alimorad;;;2,9;;Iran;0;Muet;0;0;0
Le Chat Potté 2 : la dernière quête;12;2022;7 décembre 2022;102;Aventure;Januel P. Mercado;Boris Rehlinger;Antonio Banderas;4,2;Paul Fisher (II);U.S.A.;3;Anglais;;0;3
Le ciel est partout;6;2022;26 juin 2022;103;Drame;Josephine Decker;Cherry Jones;Jason Segel;2,5;Jandy Nelson;U.S.A.;0;Anglais;0;3;3
Le Clan;1;2023;18 janvier 2023;92;Comédie;Eric Fraticelli;Eric Fraticelli;Denis Braccini;3,7;Eric Fraticelli;France;0;Français;0;0;0
Le Cours de la vie;5;2023;10 mai 2023;90;Comédie dramatique;Frédéric Sojcher;Agnès Jaoui;Jothan Zaccaï;3,6;Alain Layrac;France;0;Français;1;11;2
Le Couteau par la lame;4;2022;8 avril 2022;101;Drame;Janus Metz Pedersen;Chris Pine;Thandiwe Newton;2,8;Olen Steinhauer;U.S.A.;0;Anglais;1;0;2
Le Défi de Noël;11;2022;16 novembre 2022;110;Comédie;Florian Hessique;Aurore Plas;Florian Hessique;2,7;Florian Hessique;France;0;Français;0;;0
Le Dernier patient;7;2022;1 juillet 2022;97;Thriller;Anders Rønnow Klarlund;Signe Egholm Olsen;Anton Hjejle;3,5;Anders Rønnow Klarlund;Danemark;0;Danois;0;0;
Le Destin des Tortues Ninja : Le film;8;2022;5 août 2022;82;Action;Andy Suriano;Ben Schwartz;Omar Benson Miller;2,6;Tony Gama-Lobo;U.S.A.;0;Anglais;;0;0
Le dirigeant;2;2023;11 février 2023;105;Comédie;Ariel Winograd;Leordo Sbaraglia;Carla Peterson;2,6;Patricio Vega;Argentine;0;Espagnol;0;1;0
Le Dragon de mon père;11;2022;11 novembre 2022;99;Aventure;Nora Twomey;Jacob Tremblay;Judy Greer;3,4;Meg LeFauve;Irlande;0;Anglais;4;1;0
Le Festival des troubadours;9;2022;2 septembre 2022;102;Drame;Özcan Alper;Kıvanç Tatlıtuğ;Settar Tanrıöğen;2,7;Özcan Alper;Turquie;0;Turc;0;0;0
Le Fiancé d'un jour;3;2023;13 mars 2023;95;Comédie;Nicholas Humphries;Elise Gatien;Preston Vanderslice;2,8;Melanie Martinez;Cada;0;Anglais;;0;0
Le gourou et les enfants;4;2023;26 avril 2023;109;Drame;Christopher Roth (III);Ja McKinnon;Clemens Schick;3;Christopher Roth (III);Allemagne;0;Allemand, Français;;;0
Le Grand restaurant : La guerre de l’étoile;12;2022;15 décembre 2022;90;Comédie;Pierre Palmade;Pierre Palmade;Alexandre Astier;2,4;Pierre Palmade;France;0;Français;1;1;2
Le Haut du panier;6;2022;8 juin 2022;117;Drame;Jeremiah Zagar;Adam Sandler;Queen Latifah;3,8;Taylor Materne;U.S.A.;0;Anglais;0;6;2
Le Horla;5;2023;26 mai 2023;;Drame;Marion Desseigne-Ravel;Bastien Bouillon;Mou Soualem;3,1;Olivier Fox;France;;Français;;1;0
Le jour où j'ai décidé de me prendre en main;5;2023;26 mai 2023;101;Comédie;Erika Wasserman;Katia Winter;Jesper Zuschlag;2,5;Erika Wasserman;Suède;0;Suédois;;0;
Le Jourl d'un dégonflé : Rodrick fait sa loi;12;2022;2 décembre 2022;74;Aventure;Luke Cormican;Brady Noon;Ethan William Childress;3;Kathleen Shugrue;U.S.A.;0;Anglais;;0;
Le Landau;1;2023;19 janvier 2023;81;Drame;Benjamin Dauwe;Matilda Moreillon;Jean-Aloïs Belbachir;2,1;Benjamin Dauwe;Suisse;0;Français;0;;
Le Lycéen;11;2022;30 novembre 2022;123;Drame;Christophe Honoré;Paul Kircher;Vincent Lacoste;3,6;Christophe Honoré;France;3;Français;53;;4
Le Marchand de sable;2;2023;15 février 2023;106;Drame;Steve Achiepo;Moussa Mansaly;Aïssa Maïga;3,7;Steve Achiepo;France;1;Français;0;0;3
Le Mauvais Esprit d'Halloween;10;2022;14 octobre 2022;89;Aventure;Jeff Wadlow;Marlon Wayans;Priah Ferguson;2,4;Robert Rugan;U.S.A.;0;Anglais;3;2;
Le Menu;11;2022;23 novembre 2022;108;Thriller;Mark Mylod;Ralph Fiennes;Anya Taylor-Joy;3,4;Seth Reiss;U.S.A.;2;Anglais;1;4;1
Le Monde d'après;10;2022;26 octobre 2022;61;Comédie;Laurent Firode;Irène Ismailoff;Patrick Dross;4,1;Laurent Firode;France;0;Français;0;0;0
Le Monde de Kaleb;11;2022;2 novembre 2022;67;Drame;Vasken Toranian;;;3,3;Tristan Benoit;France;0;Français;;0;0
Le Monde de te;4;2022;1 avril 2022;91;Famille;Tim Federle;Rueby Wood;Joshua Bassett;3;Tim Federle;U.S.A.;0;Anglais;0;;
Le Monstre des mers;7;2022;8 juillet 2022;115;Aventure;Chris Williams (II);Zaris-Angel Hator;Karl Urban;3,8;Chris Williams (II);U.S.A.;1;Anglais;0;;0
Le Mystère Daval;9;2022;12 septembre 2022;90;Biopic;Christophe Lamotte;Michèle Bernier;Jérôme Anger;2,4;Emmanuelle Rey-Magn;France;0;Français;0;1;0
Le Nid du Tigre;2;2023;15 février 2023;94;Aventure;Brando Quilici;Sunny Pawar;Claudia Gerini;2,9;Hugh Hudson;Italie;0;Anglais;0;;0
Le Noël de Cupidon;12;2022;6 décembre 2022;90;Romance;Graeme Campbell;Ele Juatco;Ryan Bruce;3;Jessica L. Randall;U.S.A.;0;Anglais;0;;0
Le Nouveau Jouet;10;2022;19 octobre 2022;112;Comédie;James Huth;Jamel Debbouze;Daniel Auteuil;2,5;James Huth;France;0;Français;2;2;6
Le Panthéon de la Joie;5;2023;3 mai 2023;97;Comédie dramatique;Jean Odoutan;Jacob Gbétie Marcos;Jérémie Ahouansou;3,2;;Bénin;0;Français;0;;
Le Parfum vert;12;2022;21 décembre 2022;101;Comédie;Nicolas Pariser;Sandrine Kiberlain;Vincent Lacoste;2,3;Nicolas Pariser;France;1;Français;1;4;4
Le Parfumeur;9;2022;21 septembre 2022;96;Policier;Nils Willbrandt;Emilia Schüle;Ludwig Simon;1,3;Nils Willbrandt;Allemagne;0;Allemand;0;0;
Le Patient;10;2022;21 octobre 2022;90;Drame;Christophe Charrier;Txomin Vergez;Clotilde Hesme;2,6;Elodie mer;France;0;Français;;;2
Le Petit Nicolas - Qu’est-ce qu’on attend pour être heureux ?;10;2022;12 octobre 2022;86;Aventure;Amandine Fredon;Alain Chabat;Laurent Lafitte;4,1;Anne Goscinny;France;24;Français;0;2;3
Le Petit Piaf;12;2022;21 décembre 2022;95;Comédie dramatique;Gérard Jugnot;Marc Lavoine;Soan Arhimann;2,7;Serge Lamadie;France;2;Français;1;4;
Le Pharaon, le Sauvage et la princesse;10;2022;19 octobre 2022;83;Animation;Michel Ocelot;Oscar Lesage;Claire de La Rüe du Can;3,8;Michel Ocelot;France;1;Français;4;;0
Le Pire voisin au monde;2;2023;1 février 2023;127;Comédie;Marc Forster;Tom Hanks;Maria Treviño;3,7;David Magee;U.S.A.;0;Français;6;10;0
Le Retour des hirondelles;2;2023;8 février 2023;133;Drame;Li Ruijun;Wu Renlin;Hai-Qing;4,2;Li Ruijun;Chine;9;Chinois;9;;
Le Royaume des étoiles;12;2022;7 décembre 2022;85;Aventure;Ali Samadi Ahadi;Maxime Dony;Dirk Petrick;2,6;Ali Samadi Ahadi;Allemagne;0;Allemand;4;0;
Le Saint de l'impossible;5;2022;1 mai 2022;90;Drame;Marc Wilkins;Magaly Solier;Simon Kaeser;;Marc Wilkins;Pérou;0;Espagnol, Anglais;;0;0
Le Samaritain;8;2022;26 août 2022;102;Action;Julius Avery;Sylvester Stallone;Javon “Wan” Walton;2,4;Bragi Schut;U.S.A.;1;Anglais;1;5;
Le Secret de la cité perdue;4;2022;20 avril 2022;112;Action;Aaron Nee;Sandra Bullock;Channing Tatum;2,4;Oren Uziel;U.S.A.;0;Anglais;0;6;1
Le Secret des Perlims;1;2023;18 janvier 2023;76;Aventure;Alê Abreu;Giulia Benite;Stenio Garcia;2,9;Alê Abreu;Brésil;0;Portugais;;;0
Le Serment de Pamfir;11;2022;2 novembre 2022;102;Drame;Dmytro Sukholytkyy-Sobchuk;Oleksandr Yatsentyuk;Stanislav Potiak;3,9;Dmytro Sukholytkyy-Sobchuk;Ukraine;3;ukrainien;;;
Le Sixième enfant;9;2022;28 septembre 2022;92;Drame;Léopold Legrand;Sara Giraudeau;Benjamin Lavernhe;3,9;Léopold Legrand;France;56;Français;;2;4
Le souffle du dragon;10;2022;11 octobre 2022;90;Comédie dramatique;Stéphanie Pillonca;Julie de Bo;Julie Gayet;3,2;Clément Koch;France;0;Français;0;0;2
Le Survivant;10;2022;13 octobre 2022;130;Action;Barry Levinson;Ben Foster;Billy Magnussen;3,1;Justine Juel Gillmer;U.S.A.;1;Anglais;3;1;0
Le Téléphone de M. Harrigan;10;2022;5 octobre 2022;104;Epouvante-horreur;John Lee Hancock;Jaeden Martell;Dold Sutherland;2,6;John Lee Hancock;U.S.A.;0;Anglais;1;0;1
Le Tigre et l'enfant;5;2022;16 mai 2022;102;Aventure;Ray Giarrata;Christian Convery;Madalen Mills;2,3;Ray Giarrata;U.S.A.;0;Anglais;;0;
Le Tigre et le Président;9;2022;7 septembre 2022;98;Comédie;Jean-Marc Peyrefitte;Jacques Gamblin;André Dussollier;3,4;Marc Syrigas;France;1;Français;;2;4
Le Torrent;11;2022;30 novembre 2022;102;Thriller;Anne Le Ny;José Garcia;André Dussollier;3;Anne Le Ny;France;0;Français;1;2;4
Le Tourbillon de la vie;12;2022;21 décembre 2022;121;Drame;Olivier Treiner;Lou de Laâge;Raphaël Personz;3,9;Olivier Treiner;France;0;Français;5;1;4
Le Village des endormis;3;2023;21 mars 2023;90;Policier;Philippe Dajoux;Aurélien Wiik;Lola Dewaere;2,9;Mathieu Gleizes;France;;Français;0;2;1
Legend of Ma : The Teardrop Crystal;5;2023;15 mai 2023;;Aventure;;;;3,2;;Japon;0;Japois;;0;0
Leila et ses frères;8;2022;24 août 2022;159;Drame;Saeed Roustaee;Taraneh Alidoosti;vid Mohammadzadeh;4,1;Saeed Roustaee;Iran;7;Farsi;;0;0
Lekh;4;2022;1 avril 2022;130;Drame;Bhanu Thakur;Gurm Bhullar;Tania;3,1;;Inde;0;Autre;;;
Les 4 Cavaliers de l'Apocalypse;4;2023;5 avril 2023;85;Action;Geoff Meed;Dominique Swain;Arie Thompson;3;Geoff Meed;U.S.A.;0;Anglais;0;0;
Les Amandiers;11;2022;16 novembre 2022;125;Comédie;Valeria Bruni Tedeschi;dia Tereszkiewicz;Sofiane Bencer;3,7;Valeria Bruni Tedeschi;France;215;Français;3;0;
Les Animaux Fantastiques : les Secrets de Dumbledore;4;2022;13 avril 2022;142;Aventure;David Yates;Eddie Redmayne;Jude Law;3,1;J.K. Rowling;U.S.A.;0;Anglais;2;5;2
Les aventures des enfants du chemin de fer;2;2023;13 février 2023;98;Aventure;Morgan Matthews;Jenny Agutter;Tom Courtey;2,7;Danny Brocklehurst;Grande-Bretagne;0;Anglais;1;1;3
Les Bad Guys;4;2022;6 avril 2022;100;Aventure;Pierre Perifel;Pierre Niney;Sam Rockwell;3,9;Etan Cohen;U.S.A.;1;Anglais;0;5;4
Les Banshees d'Inisherin;12;2022;28 décembre 2022;114;Comédie;Martin McDogh;Colin Farrell;Brendan Gleeson;3,9;Martin McDogh;Irlande;1021;Anglais;4;1;7
Les bois maudits;12;2021;25 décembre 2021;90;Policier;Jean-Marc Rudnicki;Blandine Bellavoir;Samir Boitard;2,6;Olivier Berclaz;France;0;Français;1;0;0
Les Bonnes étoiles;12;2022;7 décembre 2022;129;Drame;Hirokazu Kore-eda;Song Kang-Ho;Dong-won Gang;3,8;Hirokazu Kore-eda;Corée du Sud;26;Coréen;4;0;0
Les Cadors;1;2023;11 janvier 2023;85;Comédie dramatique;Julien Guetta;Grégoire Ludig;Jean-Paul Rouve;2,8;Julien Guetta;France;1;Français;0;0;4
Les Chants du Cœur;8;2022;10 août 2022;95;Comédie;Soner Caner;Erkan Kolçak Köstendil;Hazar Ergüçlü;3,6;Soner Caner;Turquie;0;Turc;0;0;
Les Cinq Diables;8;2022;31 août 2022;97;Comédie;Léa Mysius;Adèle Exarchopoulos;Sally Dramé;3,4;Léa Mysius;France;3;Français;2;6;
Les Crimes du Futur;5;2022;25 mai 2022;108;Drame;David Cronenberg;Viggo Mortensen;Léa Seydoux;2,1;David Cronenberg;Cada;7;Anglais;5;16;5
Les Cyclades;1;2023;11 janvier 2023;110;Comédie;Marc Fitoussi;Laure Calamy;Olivia Côte;3,3;Marc Fitoussi;France;1;Français, Grec;2;2;0
Les Démons d’argile;9;2022;21 septembre 2022;85;Animation;Nuno Beato;Cédric Carlier;Cédric Carlier;3,4;Cristi Pinheiro;Portugal;1;Portugais;;;
Les Enfants des autres;9;2022;21 septembre 2022;103;Drame;Rebecca Zlotowski;Virginie Efira;Roschdy Zem;3,7;Rebecca Zlotowski;France;17;Français;2;2;9
Les Engagés;11;2022;16 novembre 2022;98;Drame;Emilie Frèche;Benjamin Lavernhe;Julia Piaton;2,5;Emilie Frèche;France;0;Français;1;4;1
Les Femmes du square;11;2022;16 novembre 2022;105;Comédie;Julien Rambaldi;Eye Haïdara;Ahmed Sylla;3,5;Julien Rambaldi;France;1;Français;0;2;0
Les Goûts et les couleurs;6;2022;22 juin 2022;110;Comédie;Michel Leclerc;Rebecca Marder;Félix Moati;3,4;Michel Leclerc;France;0;Français;2;1;2
