Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Les Aristochats;26 avril 2017; Aventure, Comédie, Famille;Aventure;Comédie;Famille;Questlove;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=300241.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=268741.html;Keith Bunin;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Les fiancés;27 septembre 2017; 1h 20min ;Drame;NA;NA;Ermanno Olmi;NA;Anna Canzi;Carlo Cabrini;NA;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=5872.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1618.html;NA;Italie;NA;Tamasa Distribution;0;-;Italien;NA;7;0;0
Les Fiancés de Rome;2 mai 1956; 1h 39min ;Drame;Romance;NA;Luciano Emmer;NA;Lucia Bosè;Cosetta Greco;Liliana Bonfatti;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=205886.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=15447.html;NA;Italie;NA;NA;0;-;Italien;NA;0;0;0
Les Fiancées en folie;8 mars 2017; 1h 17min ;Comédie;Famille;Romance;Buster Keaton;NA;Buster Keaton;Ruth Dwyer;T. Roy Barnes;NA;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=1608.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2598.html;Roi Cooper Megrue;U.S.A.;NA;Splendor Films;0;-;Muet;NA;1;1;0
Les Figures de l'ombre;8 mars 2017; 2h 07min ;Biopic;Drame;NA;Theodore Melfi;NA;Taraji P. Henson;Octavia Spencer;Janelle Monáe;3,3;4,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=219070.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=592735.html;Allison Schroeder;U.S.A.;NA;Twentieth Century Fox France;1         10            ;-;Anglais;809 205 entrées;4;1;5
Les Filles;6 juin 1969; 1h 40min ;Comédie dramatique;NA;NA;Mai Zetterling;NA;Bibi Andersson;Harriet Andersson;Gunnel Lindblom;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=1545.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4269.html;Mai Zetterling;Suède;NA;Carlotta Films;0;-;Suédois;NA;1;2;1
Les Filles au Moyen Âge;27 janvier 2016; 1h 28min ;Comédie;NA;NA;Hubert Viel;NA;Chann Aglat;Léana Doucet;Malonn Lévana;3,7;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=230571.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=647376.html;Hubert Viel;France;NA;Potemkine Films;0;-;Français;2 278 entrées;NA;0;0
Les Filles d'Avril;2 août 2017; 1h 43min ;Drame;NA;NA;Michel Franco;NA;Emma Suárez;Ana Valeria Becerril;Enrique Arrizon;3,2;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=252436.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=261439.html;Michel Franco;Mexique;NA;Condor Distribution;1         4            ;-;Espagnol;52 107 entrées;5;1;NA
Les Filles de l'océan;24 mars 2020; 1h 27min ;Drame;Famille;Romance;Joyce Chopra;NA;Camilla Belle;Dwier Brown;Stacie Hess;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=185589.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105639.html;Jeanne Rosenberg;U.S.A.;Australie;NA;0;-;Anglais;NA;0;0;0
Les Filles du botaniste;26 avril 2006; 1h 45min ;Drame;NA;NA;Dai Sijie;NA;Mylène Jampanoï;Li Xiao Ran;Ling Dong Fu;2,5;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=47754.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=11226.html;Dai Sijie;France;Chine;EuropaCorp Distribution;2            ;5.300.000 €;Chinois;96 863 entrées;2;1;0
Les Filles du Docteur March;1 janvier 2020; 2h 15min ;Drame;Romance;NA;Greta Gerwig;NA;Saoirse Ronan;Emma Watson;Florence Pugh;3,7;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=224808.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=227924.html;Greta Gerwig;U.S.A.;NA;Sony Pictures Releasing France;2         12            ;-;Anglais;786 587 entrées;9;1;7
Les Filles du soleil;21 novembre 2018; 1h 51min ;Drame;NA;NA;Eva Husson;NA;Golshifteh Farahani;Emmanuelle Bercot;Zübeyde Bulut;1,9;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=253969.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=24505.html;Eva Husson;France;NA;Wild Bunch Distribution;8            ;-;Français, Kurde, Anglais, Arabe;29 959 entrées;3;1;2
Les Filles ne savent pas nager;18 octobre 2000; 1h 41min ;Drame;NA;NA;Anne-Sophie Birot;NA;Isild Le Besco;Marie Rivière;Pascal Elso;3,0;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=26075.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=33601.html;Anne-Sophie Birot;France;NA;Haut et Court;0;-;Français;NA;NA;2;0
Les Filles, personne s'en méfie;6 août 2003; 1h 35min ;Comédie;NA;NA;Charlotte Silvera;NA;Thylda Bares;Nora Rotman;Jean-Claude Brialy;2,3;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=46978.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4945.html;Charlotte Silvera;France;NA;Tecumseh.works;0;-;Français;NA;1;0;0
Les films de l'été;10 janvier 2018; 1h 05min ;Comédie;NA;NA;Claude Schmitz;Emmanuel Marre;Jean-Benoît Ugeux;Balthazar Monfé;NA;3,4;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=260718.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=825278.html;NA;France;Belgique;L'Agence du court métrage;0;-;Français;83 entrées;1;0;NA
Les Filous;2 avril 2002; 1h 50min ;Comédie;NA;NA;Barry Levinson;NA;Richard Dreyfuss;Danny DeVito;Barbara Hershey;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=41140.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4391.html;Barry Levinson;U.S.A.;NA;NA;0;11 000 000 $;Anglais;NA;3;3;5
Les Professionnels;13 décembre 1966; 1h 47min ;Western;NA;NA;Richard Brooks;NA;Burt Lancaster;Lee Marvin;Robert Ryan;NA;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=73267.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1716.html;Richard Brooks;U.S.A.;NA;NA;3            ;-;Anglais;NA;1;6;4
Les Profs;17 avril 2013; 1h 28min ;Comédie;NA;NA;Pierre-François Martin-Laval;NA;Christian Clavier;Isabelle Nanty;Pierre-François Martin-Laval;2,2;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=210211.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=84225.html;Pierre-François Martin-Laval;France;NA;UGC Distribution;0;-;Français;3 882 843 entrées;2;4;1
Les Profs 2;1 juillet 2015; 1h 32min ;Comédie;NA;NA;Pierre-François Martin-Laval;NA;Kev Adams;Isabelle Nanty;Didier Bourdon;2,3;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=224323.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=84225.html;Pierre-François Martin-Laval;France;NA;UGC Distribution;0;-;Français, Anglais;3 444 439 entrées;2;0;1
Les Proies;9 avril 2003; 1h 45min ;Drame;NA;NA;Don Siegel;NA;Clint Eastwood;Geraldine Page;Elizabeth Hartman;5,0;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=2601.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1241.html;Albert Maltz;U.S.A.;NA;NA;0;-;Anglais;NA;2;16;2
Les Proies;16 juillet 2008; 1h 30min ;Thriller;NA;NA;Gonzalo Lopez-Gallego;NA;Leonardo Sbaraglia;María Valverde;Thomas Riordan;3,6;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=131749.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=226954.html;Javier Guillon;Espagne;NA;Le Pacte;6            ;-;Espagnol;NA;7;1;0
Les Proies;23 août 2017; 1h 33min ;Drame;NA;NA;Sofia Coppola;NA;Colin Farrell;Nicole Kidman;Kirsten Dunst;3,0;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=246234.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=9684.html;Sofia Coppola;U.S.A.;NA;Universal Pictures International France;1         6            ;$10,000,000;Anglais;361 767 entrées;7;1;12
Les Promesses;26 janvier 2022; 1h 38min ;Drame;NA;NA;Thomas Kruithof;NA;Isabelle Huppert;Reda Kateb;Naidra Ayadi;3,7;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=287080.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=647247.html;Thomas Kruithof;France;NA;Wild Bunch Distribution;3            ;-;Français;325 291 entrées;1;19;2
Les Promesses d’Hasan;3 août 2022; 2h 27min ;Drame;NA;NA;Semih Kaplanoğlu;NA;Umut Karadağ;Filiz Bozok;Mahir Günşiray;3,5;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=293310.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=191435.html;Semih Kaplanoğlu;Turquie;NA;ARP Sélection;0;-;Turc;11 089 entrées;12;0;NA
Les Promesses dangereuses;14 septembre 1956; 1h 45min ;Comédie dramatique;NA;NA;Jean Gourguet;NA;Francoise Vatel;Jean-Paul Vignon;Rellys;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=51468.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=11090.html;Jean Gourguet;France;NA;NA;0;-;Français;NA;0;0;0
Les Promesses de l'ombre;7 novembre 2007; 1h 40min ;Thriller;NA;NA;David Cronenberg;NA;Viggo Mortensen;Naomi Watts;Vincent Cassel;4,2;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=110222.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1033.html;Steven Knight;U.S.A.;Canada;Metropolitan FilmExport;1         11            ;25 000 000 £;Anglais, Russe, Turc, Urdu;730 386 entrées;5;16;2
Les Proscrits;24 octobre 2022; 2h 16min ;Drame;NA;NA;Victor Sjöstrom;NA;Victor Sjöstrom;Edith Erastoff;John Ekman;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=3802.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=9378.html;NA;Suède;NA;NA;0;-;Muet;NA;2;2;0
Les Puissants;23 décembre 1998; 1h 48min ;Comédie dramatique;NA;NA;Peter Chelsom;NA;Kieran Culkin;Elden Henson;Sharon Stone;2,2;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=17853.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=22020.html;Charles Leavitt;U.S.A.;NA;NA;2            ;-;Anglais;NA;2;4;0
Les Pyramides bleues;22 juin 1988; 1h 37min ;Comédie dramatique;NA;NA;Arielle Dombasle;NA;Arielle Dombasle;Omar Sharif;Hippolyte Girardot;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=31338.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=915.html;Arielle Dombasle;France;Mexique;Artédis;0;-;Français, Anglais;NA;9;9;4
Les Quarante ans de Don Juan;20 août 2013; 1h 29min ;Biopic;Comédie dramatique;NA;Alexander Korda;NA;Douglas Fairbanks;Merle Oberon;Benita Hume;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=61589.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=11047.html;Lajos Biró;Grande-Bretagne;NA;NA;0;-;Anglais;NA;2;1;1
Les Quarantièmes rugissants;11 août 1982; 2h 12min ;Comédie dramatique;NA;NA;Christian de Chalonge;NA;Jacques Perrin;Julie Christie;Michel Serrault;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=33064.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=13228.html;Christian de Chalonge;France;NA;NA;2            ;-;Français;NA;3;6;4
Lommbock;24 octobre 2022; 1h 45min ;Comédie;NA;NA;Christian Zübert;NA;Moritz Bleibtreu;Lucas Gregorowicz;Louis Hofmann;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=243008.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=215410.html;Christian Zübert;Allemagne;NA;NA;0;-;Allemand;NA;2;1;0
London Boulevard;8 juin 2011; 1h 42min ;Romance;Thriller;NA;William Monahan;NA;Colin Farrell;Keira Knightley;David Thewlis;2,3;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=142736.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=72949.html;William Monahan;U.S.A.;Grande-Bretagne;Metropolitan FilmExport;0;US$ 35 000 000;Anglais;132 290 entrées;2;1;3
London Fields;13 juin 2019; 1h 58min ;Policier;Thriller;NA;Mathew Cullen;NA;Amber Heard;Theo James;Billy Bob Thornton;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=225025.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=662159.html;Roberta Hanley;U.S.A.;Grande-Bretagne;NA;1           ;-;Anglais;NA;0;1;0
London Fight Club;22 septembre 2021; 1h 45min ;Action;Thriller;NA;James Kermack;NA;Olivier Richters;Kate Dickie;Phil Davis;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=288200.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=809688.html;James Kermack;Grande-Bretagne;France;NA;0;-;Anglais;NA;NA;0;0
London House;22 mars 2017; 1h 26min ;Thriller;NA;NA;David Farr;NA;Clémence Poésy;David Morrissey;Stephen Campbell-Moore;3,0;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=231975.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=161852.html;David Farr;Grande-Bretagne;NA;Septième Factory;0;-;Anglais;15 048 entrées;0;2;0
London Nahi Jaunga;8 juillet 2022; 1h 58min ;Action;Comédie;Romance;Nadeem Baig;NA;Humayun Saeed;Mehwish Hayat;Gohar Rasheed;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=305297.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=881016.html;Khalil-ur-Rehman Qamar;Pakistan;NA;Desi Entertainment Paris;0;-;Urdu;NA;NA;0;NA
London Nights;28 avril 2010; 1h 35min ;Comédie dramatique;NA;NA;Alexis Dos Santos;NA;Fernando Tielve;Déborah François;Michiel Huisman;2,6;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=83487.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=206312.html;Alexis Dos Santos;Grande-Bretagne;NA;Rezo Films;4            ;-;Anglais, Français, Espagnol;14 422 entrées;4;0;3
London River;23 septembre 2009; 1h 28min ;Drame;NA;NA;Rachid Bouchareb;NA;Brenda Blethyn;Sotigui Kouyate;Sami Bouajila;3,3;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=136105.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3231.html;Olivier Lorelle;France;Grande-Bretagne;Tadrart Films;1         8            ;-;Anglais, Français;13 061 entrées;5;3;1
London to Brighton;20 juin 2007; 1h 30min ;Thriller;NA;NA;Paul Andrew Williams;NA;Lorraine Stanley;Johnny Harris;Georgia Groome;3,0;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=120049.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=170102.html;Paul Andrew Williams;Grande-Bretagne;NA;MK2 Diffusion;1         2            ;500 000 $;Anglais;NA;1;0;0
Londres appelle pôle nord;21 février 1958; 1h 40min ;Drame;Guerre;NA;Duilio Coletti;NA;Dawn Addams;Curd Jürgens;Folco Lulli;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=214057.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=54835.html;Duilio Coletti;Italie;NA;NA;0;-;Italien;NA;0;0;1
Lone Ranger, Naissance d'un héros;7 août 2013; 2h 29min ;Action;Aventure;Western;Gore Verbinski;NA;Johnny Depp;Armie Hammer;Tom Wilkinson;3,5;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=135256.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=72862.html;Justin Haythe;U.S.A.;NA;The Walt Disney Company France;1         6            ;225 000 000 $;Anglais;1 120 975 entrées;7;9;2
Lone Star;18 septembre 1996; 2h 15min ;Drame;Western;NA;John Sayles;NA;Kris Kristofferson;Elizabeth Peña;Joe Morton;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=14759.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=15237.html;John Sayles;U.S.A.;NA;NA;4            ;5 000 000 $;Anglais, Espagnol;NA;1;1;0
Lone star state of mind;8 octobre 2020; 1h 28min ;Comédie;NA;NA;David Semel;NA;Joshua Jackson;Jaime King;DJ Qualls;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=34959.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=61733.html;Trevor Munson;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;0
Lone Wolf and Cub;8 novembre 2016; Action, Aventure;Action;Aventure;NA;NA;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=52929.html;NA;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Lonely tunes of Tehran;1 juin 2011; 1h 19min ;Drame;NA;NA;Saman Salour;NA;Behrooz Jalili;Hamib Habibifar;Mojtaba Bitarafan;3,0;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=135912.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=187818.html;Saman Salour;Iran;NA;Les Films du Paradoxe;5            ;-;Perse;218 entrées;5;0;0
Mam'zelle vedette;26 novembre 2003; 1h 20min ;Comédie dramatique;Famille;Comédie musicale;Allan Dwan;NA;Shirley Temple;Randolph Scott;Jack Haley;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=189568.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=6850.html;Karl Tunberg;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Mama;15 mai 2013; 1h 40min ;Epouvante-horreur;NA;NA;Andy Muschietti;NA;Jessica Chastain;Nikolaj Coster-Waldau;Megan Charpentier;3,1;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=196148.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=533963.html;Barbara Muschietti;Espagne;Canada;Universal Pictures International France;3         3            ;15 000 000 €;Anglais;295 094 entrées;3;6;2
Mamma + Mamma;21 mai 2020; 1h 23min ;Drame;NA;NA;Karole Di Tommaso;NA;Linda Caridi;Maria Roveran;Andrea Tagliaferri;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=268870.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=854431.html;Karole Di Tommaso;Italie;NA;NA;0;-;Italien;NA;NA;0;0
Mama Aloko;23 janvier 2002; 1h 30min ;Comédie dramatique;NA;NA;Jean Odoutan;NA;Laurentine Milébo;Jean Odoutan;Antoine Champeme;3,4;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=28511.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=31519.html;Jean Odoutan;France;Bénin;45 rdlc;0;-;Français;NA;0;0;0
Mamma Mia!;10 septembre 2008; 1h 50min ;Comédie;Comédie musicale;Romance;Phyllida Lloyd;NA;Meryl Streep;Amanda Seyfried;Pierce Brosnan;2,8;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=125562.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=43669.html;Catherine Johnson (II);U.S.A.;Grande-Bretagne;Universal Pictures International France;1         8            ;52 000 000 $;Anglais, Grec;1 474 452 entrées;2;22;6
Mamma Mia! Here We Go Again;25 juillet 2018; 1h 54min ;Comédie musicale;NA;NA;Ol Parker;NA;Lily James;Amanda Seyfried;Meryl Streep;2,5;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=256399.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=135840.html;Ol Parker;U.S.A.;NA;Universal Pictures International France;0;-;Anglais;732 921 entrées;6;0;6
Mamma Roma;7 janvier 1976; 1h 47min ;Drame;NA;NA;Pier Paolo Pasolini;NA;Anna Magnani;Ettore Garofalo;Franco Citti;NA;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=231.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=133.html;Pier Paolo Pasolini;Italie;NA;Carlotta Films;0;-;Italien;NA;4;5;0
Mama's Boy;14 novembre 2022; 1h 42min ;Comédie;NA;NA;Amro Salah;NA;Hesham Maged;Shikoo;Dalal Abdulaziz;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=288028.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=919170.html;NA;Egypte;NA;NA;0;-;Arabe;NA;NA;NA;NA
Mama's Boy;9 septembre 2017; 1h 33min ;Comédie;NA;NA;Tim Hamilton;NA;Jon Heder;Diane Keaton;Jeff Daniels;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=66127.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=63037.html;Hank Nelken;U.S.A.;NA;NA;0;-;Anglais;NA;NA;1;4
Mamá, Mamá, Mamá;13 avril 2022; 1h 05min ;Drame;NA;NA;Sol Berruezo Pichon-Riviére;NA;Agustina Milstein;Chloé Cherchyk;Camila Zolezzi;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=280702.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=897133.html;Sol Berruezo Pichon-Riviére;Argentine;NA;Plátano Films;0;-;Espagnol;NA;NA;NA;NA
Mammame;23 juillet 1986; 1h 05min ;Comédie musicale;NA;NA;Raoul Ruiz;NA;Eric Alfieri;Mathilde Altaraz;Muriel Boulay;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=2023.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=780.html;Raoul Ruiz;France;NA;NA;0;-;-;NA;4;0;0
Maman;9 mai 2012; 1h 28min ;Comédie dramatique;NA;NA;Alexandra Leclère;NA;Josiane Balasko;Mathilde Seigner;Marina Foïs;2,6;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=190229.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=97549.html;Alexandra Leclère;France;NA;Wild Bunch Distribution;1           ;-;Français;262 500 entrées;1;3;2
Maman a cent ans;7 novembre 1979; 1h 40min ;Comédie dramatique;NA;NA;Carlos Saura;NA;Charo Soriano;Geraldine Chaplin;José Vivó;NA;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=39837.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=557.html;Carlos Saura;Espagne;France;Tamasa Distribution;1           ;-;Espagnol;NA;7;0;1
Maman a disparu;14 mars 2023; 1h 30min ;Drame;NA;NA;François Basset;NA;Claire Borotra;Claire Keim;Nicole Calfan;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=296583.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=169421.html;Matthieu Savignac;France;NA;France 3;      ;-;Français;NA;NA;0;0
Maman a tort;9 novembre 2016; 1h 50min ;Comédie dramatique;NA;NA;Marc Fitoussi;NA;Jeanne Jestin;Emilie Dequenne;Camille Chamoux;3,3;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=244758.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=139056.html;Marc Fitoussi;France;Belgique;SND;0;-;Français;65 649 entrées;2;0;6
Met grote blijdschap;10 décembre 2022; Divers;Divers;NA;NA;NA;NA;NA;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=46229.html;NA;NA;NA;NA;NA;0;-;-;NA;NA;0;0
Meet Me In Venice;7 novembre 2022; Drame, Famille;Drame;Famille;NA;Eddy Terstall;NA;Meral Polat;Lidija Stevanovic;Goran Radakovic;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=293136.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=258845.html;NA;Pays-Bas;NA;NA;0;-;Néerlandais;NA;0;NA;NA
Meet The Blacks;4 janvier 2017; 1h 30min ;Comédie;NA;NA;Deon Taylor;NA;Mike Epps;George Lopez;Mike Tyson;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=244188.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=414232.html;Deon Taylor;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;2
