Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Port Of Freedom;23 février 2021; 1h 48min ;Drame;Comédie musicale;Romance;Helmut Käutner;NA;Hans Albers;Ilse Werner;Hans Söhnker;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=30518.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=30906.html;Helmut Käutner;Allemagne;NA;NA;0;-;Allemand;NA;1;0;0
Port of Seven Seas;1 juillet 1938; 1h 21min ;Drame;Romance;NA;James Whale;NA;Wallace Beery;Frank Morgan;Maureen O'Sullivan;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=131139.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2058.html;Preston Sturges;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;2
Port-arthur;10 octobre 2018; Divers;Divers;NA;NA;Nicolas Farkas;NA;NA;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=142639.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8190.html;NA;NA;NA;NA;0;-;-;NA;0;0;0
Port-au-Prince, Dimanche 4 Janvier;29 juillet 2015; 1h 20min ;Drame;Historique;NA;François Marthouret;NA;Emmanuel Vilsaint;James Star Pierre;Rosa Bursztein;3,3;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=228336.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1322.html;François Marthouret;France;Belgique;Dulac Distribution;0;-;Français, Créole;766 entrées;0;NA;0
Porte de Vincennes;2 mars 2022; 1h 20min ;Drame;NA;NA;Claude Chamis;NA;Pablo Alarson;Laura Ketels;Franck Zerbib;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=300502.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=887536.html;Claude Chamis;France;NA;Cinéma Saint-André des Arts;0;-;Français;41 entrées;NA;NA;NA
Porte des Lilas;1 septembre 1957; 1h 35min ;Comédie dramatique;Policier;NA;René Clair;NA;Pierre Brasseur;Georges Brassens;Georges Aminel;3,0;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=4131.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=62.html;Jean Aurel;France;Italie;NA;3            ;-;Français;NA;1;2;0
Portée disparue;4 mars 2009; 1h 26min ;Thriller;NA;NA;George Mendeluk;NA;Sherilyn Fenn;Duncan Regehr;Rhonda Dent;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=139191.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105844.html;Keith Shaw;Canada;NA;NA;0;-;Anglais;NA;0;0;0
Porte sans clef;19 juin 2019; 1h 17min ;Drame;NA;NA;Pascale Bodet;NA;Marc-Antoine Vaugeois;Christophe Degoutin;Pascale Bodet;3,3;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=273371.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=148607.html;Pascale Bodet;France;NA;La Traverse;0;-;Français;67 entrées;0;0;NA
R;15 janvier 2014; 1h 40min ;Drame;NA;NA;Tobias Lindholm;Michael Noer;Pilou Asbæk;Dulfi Al-Jabouri;Roland Møller;3,5;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=186885.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=421994.html;Tobias Lindholm;Danemark;NA;KMBO;2            ;4 755 000 couronnes danoises;Danois, Arabe;4 651 entrées;4;0;0
R-Point;21 août 2012; 1h 47min ;Action;Epouvante-horreur;Guerre;Su-chang Kong;NA;Woo-seong Kam;Byung-ho Son;Tae-kyung Oh;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=108557.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=133176.html;Su-chang Kong;Corée du Sud;NA;NA;0;-;Coréen;NA;0;0;0
R.A.S.;11 août 1973; 1h 50min ;Drame;Guerre;NA;Yves Boisset;NA;Jacques Spiesser;Jacques Weber;Philippe Leroy;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=5629.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5699.html;Yves Boisset;France;Italie;NA;0;-;Français;NA;3;0;1
R.I.F. (Recherches dans l'Intérêt des Familles);31 août 2011; 1h 30min ;Policier;NA;NA;Franck Mancuso;NA;Yvan Attal;Pascal Elbé;Talid Ariss;2,2;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=179224.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=100015.html;Franck Mancuso;France;NA;StudioCanal;1           ;7 700 000 $;Français;202 730 entrées;2;3;11
R.I.P.D. Brigade Fantôme;31 juillet 2013; 1h 36min ;Action;Comédie;Fantastique;Robert Schwentke;NA;Jeff Bridges;Ryan Reynolds;Kevin Bacon;1,8;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=184468.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=97256.html;Phil Hay;U.S.A.;NA;Universal Pictures International France;0;130 000 000 $;Anglais;241 040 entrées;2;6;5
R.K.Nagar;28 novembre 2022; 1h 50min ;Comédie;NA;NA;Saravana Rajan;NA;Sana Altaf;Premgi Amaren;Karunakaran;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=288007.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=919146.html;NA;Inde;NA;NA;0;-;Tamoul;NA;NA;NA;NA
R.L. Stine's Monsterville: The Cabinet of Souls;7 novembre 2017; 1h 22min ;Comédie;NA;NA;Peter DeLuise;NA;Dove Cameron;Braeden Lemasters;Katherine McNamara;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=240621.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105569.html;Dan Angel;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
R.M.N.;19 octobre 2022; 2h 05min ;Drame;NA;NA;Cristian Mungiu;NA;Marin Grigore;Judith State;Macrina Bârlădeanu;3,9;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=299722.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=75342.html;Cristian Mungiu;Roumanie;France;Le Pacte;8            ;-;Roumain, Hongrois, Allemand, Anglais, Français;69 314 entrées;6;0;0
R100;6 avril 2014; 1h 43min ;Comédie;Drame;NA;Hitoshi Matsumoto;NA;Nao Ohmori;Shinobu Terajima;Hitoshi Matsumoto;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=221682.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=191177.html;Hitoshi Matsumoto;Japon;NA;Le Pacte;      ;5 500 000 $;Japonais, Anglais;NA;1;0;0
Rab Ne Bana Di Jodi;12 décembre 2008; 2h 07min ;Drame;Musical;Romance;Aditya Chopra;NA;Shah Rukh Khan;Anushka Sharma;Rani Mukerji;NA;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=140836.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=143881.html;Aditya Chopra;Inde;NA;Bollywood Times;0;-;Hindi;NA;0;1;1
Rabia;2 juin 2010; 1h 35min ;Thriller;NA;NA;Sebastián Cordero;NA;Gustavo Sánchez Parra;Martina García;Icíar Bollaín;3,4;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=144605.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=228169.html;Sebastián Cordero;Espagne;Mexique;Haut et Court;0;-;Espagnol;25 634 entrées;2;0;0
Rabid;12 février 2020; 1h 48min ;Epouvante-horreur;NA;NA;Jen Soska;Sylvia Soska;Laura Vandervoort;CM Punk;AJ Lee;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=245400.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=469167.html;John Serge;Canada;NA;NA;1           ;-;Anglais;NA;1;0;NA
Rabbids Invasion Special: Mission To Mars;18 février 2022; 1h 10min ;Animation;Comédie;NA;Franz Kirchner;NA;Damien Laquet;NA;NA;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=300205.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=943055.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Rabies;2 janvier 2013; 1h 30min ;Epouvante-horreur;NA;NA;Navot Papushado;Aharon Keshales;Lior Askenazi;Danny Geva;Ania Bukstein;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=191628.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=512829.html;Navot Papushado;Israël;NA;NA;6            ;500 000 $;Hebreu, Anglais;NA;7;0;0
Rabbit Hole;13 avril 2011; 1h 32min ;Drame;NA;NA;John Cameron Mitchell;NA;Nicole Kidman;Aaron Eckhart;Dianne Wiest;3,4;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=125315.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=65515.html;David Lindsay-Abaire;U.S.A.;NA;Haut et Court;7            ;$10,000,000;Anglais;50 880 entrées;3;12;3
Rock the Casbah;11 septembre 2013; 1h 40min ;Comédie dramatique;NA;NA;Laïla Marrakchi;NA;Morjana Alaoui;Nadine Labaki;Lubna Azabal;2,8;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=214532.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=126875.html;Laïla Marrakchi;Maroc;France;Pathé;0;-;Arabe, Français, Anglais;55 271 entrées;4;0;5
Rock The Kasbah;15 juin 2016; 1h 47min ;Comédie;Musical;NA;Barry Levinson;NA;Bill Murray;Zooey Deschanel;Bruce Willis;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=223744.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4391.html;Mitch Glazer;U.S.A.;NA;Sony Pictures Home Entertainment;0;US$15.000.000;Anglais;NA;3;3;1
Rock Zombies;19 septembre 1984; 1h 38min ;Comédie;Fantastique;Epouvante-horreur;Krishna Shah;NA;E.J. Curcio;Geno;Sam Mann;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=12192.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=21221.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Rock'n Roll;15 février 2017; 2h 03min ;Comédie;Comédie dramatique;NA;Guillaume Canet;NA;Guillaume Canet;Marion Cotillard;Gilles Lellouche;3,3;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=244238.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=17826.html;Guillaume Canet;France;NA;Pathé;1           ;-;Français;1 288 311 entrées;12;12;15
Rock'N'Love;18 avril 2012; 1h 23min ;Comédie;Musical;NA;David Mackenzie;NA;Rebecca Benson (II);Luke Treadaway;Mathew Baynton;2,8;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=196367.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=31947.html;Thomas Leveritt;Grande-Bretagne;NA;Wild Bunch Distribution;6            ;1 500 000 $;Anglais;9 518 entrées;3;0;0
Rock'n'Roll Eddie;24 octobre 2022; 1h 41min ;Action;Aventure;Comédie;Tomasz Szafranski;NA;Maciej Makowski;Szymon Radzimierski;Weronika Kaczmarczyk;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=276981.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=884720.html;Tomasz Szafranski;Pologne;NA;NA;0;-;Polonais;NA;NA;NA;NA
Rock-o-Rico;20 juillet 2011; 1h 17min ;Aventure;Animation;Famille;Don Bluth;Dan Kuenster;Phil Harris;Christopher Plummer;Ellen Greene;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=7471.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1392.html;David N. Weiss;Grande-Bretagne;Irlande;Splendor Films;0;-;Anglais;NA;0;0;5
Rocket Science;11 juin 2018; 1h 41min ;Comédie dramatique;NA;NA;Jeffrey Blitz;NA;Reece Thompson;Anna Kendrick;Nicholas D'Agosto;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=125924.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=163966.html;Jeffrey Blitz;U.S.A.;NA;NA;2         3            ;-;Anglais;NA;2;0;4
Rocketman;29 mai 2019; 2h 01min ;Biopic;Comédie musicale;NA;Dexter Fletcher;NA;Taron Egerton;Jamie Bell;Richard Madden;3,4;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=197810.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=7540.html;Lee Hall;Grande-Bretagne;NA;Paramount Pictures France;3         7            ;-;Anglais;742 183 entrées;5;1;1
RocketMan;13 août 2020; 1h 35min ;Comédie;Famille;Science Fiction;Stuart Gillard;NA;Harland Williams;Jessica Lundy;William Sadler;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=34136.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16337.html;Craig Mazin;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Rocketry: The Nambi Effect;1 juillet 2022; 2h 35min ;Drame;NA;NA;R. Madhavan;NA;R. Madhavan;Simran;Phyllis Logan;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=302767.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=814164.html;R. Madhavan;Inde;NA;Desi Entertainment Paris;0;-;Hindi;NA;0;0;NA
RockNRolla;19 novembre 2008; 1h 54min ;Action;Comédie;Policier;Guy Ritchie;NA;Gerard Butler;Tom Wilkinson;Mark Strong;2,8;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=128830.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=28584.html;Guy Ritchie;U.S.A.;NA;StudioCanal;0;18 000 000 $;Anglais;54 387 entrées;1;6;3
Rocks;9 septembre 2020; 1h 33min ;Drame;NA;NA;Sarah Gavron;NA;Bukky Bakray;Kosar Ali;D'angelou Osei Kissiedu;3,5;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=276311.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=197147.html;Claire Wilson;Grande-Bretagne;NA;Haut et Court;1         6            ;-;Anglais;24 079 entrées;1;NA;NA
Rockstar;11 janvier 2002; Divers;Divers;NA;NA;Imtiaz Ali;NA;Ranbir Kapoor;Shammi Kapoor;Nargis Fakhri;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=110360.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=203199.html;NA;NA;NA;NA;0;-;-;NA;1;1;0
Rocky;23 mars 1977; 1h 59min ;Action;Drame;NA;John G. Avildsen;NA;Sylvester Stallone;Talia Shire;Burt Young;2,8;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=28251.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=14260.html;Sylvester Stallone;U.S.A.;NA;L'Atelier Distribution;4         16            ;1,1 000 000 $;Anglais;NA;1;5;3
Scooby-Doo et le sabre du samouraï;6 juillet 2020; 1h 14min ;Animation;Famille;NA;Christopher Berkeley;NA;Frank Welker;Casey Kasem;Mindy Cohn;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=207585.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=576826.html;Joe Sichta;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scooby-Doo et le triangle des Bermudes;6 juillet 2020; 1h 20min ;Animation;Famille;NA;Chuck Sheetz;NA;Frank Welker;Casey Kasem;Dan Castellaneta;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=211792.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=62416.html;Margaret M. Dean;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scooby-Doo et les vampires;30 avril 2023; 1h 12min ;Animation;Comédie;Famille;Scott Jeralds;NA;Casey Kasem;Frank Welker;Nicole Jaffe;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=210509.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=591274.html;Mark Turosz;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scooby-Doo! La légende du Phantosaur;13 mars 2021; 1h 15min ;Animation;NA;NA;Ethan Spaulding;NA;Frank Welker;Mindy Cohn;Grey DeLisle;NA;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=214423.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=589211.html;Douglas Langdale;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scooby-Doo! Le clash des Sammys;15 février 2017; 1h 19min ;Animation;Comédie;NA;Matt Peters;NA;Frank Welker;Grey DeLisle;Matthew Lillard;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=254166.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=776855.html;Matt Peters;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scooby-Doo! le fantôme de l'opéra;6 janvier 2017; 1h 15min ;Animation;NA;NA;Victor Cook;NA;Frank Welker;Isabella Acres;Troy Baker;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=223542.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=94556.html;Douglas Langdale;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scooby-Doo! rencontre avec KISS;12 août 2015; 1h 12min ;Animation;NA;NA;Spike Brandt;Tony Cervone;Gene Simmons;Eric Warren Singer;Frank Welker;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=239326.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=577087.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;1
Scooby-Doo! WrestleMania - La folie du catch, le film;2 avril 2014; 1h 24min ;Animation;NA;NA;Brandon Vietti;NA;Frank Welker;Matthew Lillard;Paul Levesque;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=211631.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=211857.html;Michael Ryan;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Scoop;22 février 1989; 1h 45min ;Comédie;NA;NA;Ted Kotcheff;NA;Kathleen Turner;Burt Reynolds;Christopher Reeve;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=38150.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5310.html;Jonathan Reynolds;U.S.A.;NA;Cannon France;1           ;9 129 000 $;Anglais;NA;1;2;1
Scoop;1 novembre 2006; 1h 36min ;Comédie;Romance;NA;Woody Allen;NA;Scarlett Johansson;Hugh Jackman;Woody Allen;3,7;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=60736.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=357.html;Woody Allen;U.S.A.;Grande-Bretagne;TFM Distribution;0;4 000 000 $;Anglais;761 400 entrées;23;3;2
Scorchers;10 mai 2007; 1h 28min ;Comédie dramatique;NA;NA;David Beaird;NA;Faye Dunaway;Denholm Elliott;James Earl Jones;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=222146.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=47269.html;David Beaird;Grande-Bretagne;U.S.A.;NA;0;-;Anglais;NA;0;3;3
Scorned;28 avril 2023; 1h 56min ;Drame;NA;NA;Shirley Frimpong-Manso;NA;Chris Attoh;Ken Attoh;Patience Abor;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=313653.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=918760.html;Shirley Frimpong-Manso;Ghana;NA;NA;0;-;Anglais;NA;NA;NA;NA
Scorpio;1 août 2006; 1h 54min ;Action;Espionnage;Thriller;Michael Winner;NA;Burt Lancaster;Alain Delon;Paul Scofield;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=44501.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=739.html;Gerald Wilson;U.S.A.;NA;NA;0;-;Anglais;NA;0;6;5
Scorpion;21 février 2007; 1h 38min ;Action;Policier;Drame;Julien Seri;NA;Clovis Cornillac;Karole Rocher;Jérôme Le Banner;2,0;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=49272.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=53609.html;Sylvie Verheyde;France;NA;Bac Films;      ;-;Français;194 355 entrées;0;7;1
Scott Pilgrim;1 décembre 2010; 1h 52min ;Aventure;Comédie;Fantastique;Edgar Wright;NA;Michael Cera;Mary Elizabeth Winstead;Jason Schwartzman;3,4;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=136370.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=98441.html;Edgar Wright;U.S.A.;Grande-Bretagne;Universal Pictures International France;1           ;60 000 000 dollars;Anglais;22 529 entrées;3;4;2
Small Engine Repair;14 mars 2022; 1h 43min ;Comédie;Drame;Thriller;John Pollono;NA;Jon Bernthal;John Pollono;Shea Whigham;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=271848.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=605312.html;John Pollono;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Small Soldiers;21 octobre 1998; 1h 50min ;Action;Aventure;Comédie;Joe Dante;NA;Tommy Lee Jones;Frank Langella;Ernest Borgnine;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=18602.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1167.html;Gavin Scott;U.S.A.;NA;United International Pictures (UIP);1           ;40 000 000 $;Anglais;NA;1;7;5
Small Town Crime;31 mars 2018; 1h 31min ;Thriller;NA;NA;Eshom Nelms;Ian Nelms;John Hawkes;Octavia Spencer;Anthony Anderson;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=247769.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=776986.html;Eshom Nelms;U.S.A.;NA;Netflix France;0;-;Anglais;NA;NA;2;5
Smart People;17 juin 2009; 1h 31min ;Comédie;NA;NA;Noam Murro;NA;Patrick Jordan (III);Dennis Quaid;Sarah Jessica Parker;2,3;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=122972.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=95024.html;Mark Poirier;U.S.A.;NA;TFM Distribution;4            ;-;Anglais;460 entrées;NA;0;1
Smash Palace;17 novembre 2021; 1h 48min ;Drame;NA;NA;Roger Donaldson;NA;Bruno Lawrence;Anna Maria Monticelli;Greer Robson;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=138263.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=14126.html;Roger Donaldson;Nouvelle-Zélande;NA;NA;0;-;Anglais, Français;NA;10;0;0
Smashed;1 janvier 2015; 1h 25min ;Drame;NA;NA;James Ponsoldt;NA;Mary Elizabeth Winstead;Aaron Paul;Octavia Spencer;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=200349.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=549606.html;James Ponsoldt;U.S.A.;NA;NA;7            ;500.000 $;Anglais;NA;7;2;1
Smic, Smac, Smoc;24 octobre 2007; 1h 30min ;Comédie;NA;NA;Claude Lelouch;NA;Claude Pinoteau;Claude Lelouch;Jean Duguay;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=40405.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2113.html;Claude Lelouch;France;NA;Les Films 13;0;-;Français;NA;8;3;8
Smilla;18 juin 1997; 2h 00min ;Policier;NA;NA;Bille August;NA;Julia Ormond;Robert Loggia;Gabriel Byrne;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=11534.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1975.html;Ann Biderman;Danemark;Allemagne;Warner Bros. France;0;35 000 000 $;Anglais;NA;3;4;1
Smile;1 août 2006; 1h 57min ;Comédie;NA;NA;Michael Ritchie;NA;Bruce Dern;Barbara Feldon;Michael Kidd;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=44417.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=14112.html;Jerry Belson;U.S.A.;NA;NA;0;-;Anglais;NA;1;2;0
Smile;30 novembre 2022; 1h 47min ;Drame;NA;NA;Jeffrey Kramer;NA;Mika Boorem;Yi Ding;Sean Astin;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=60252.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=73898.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Smile;28 septembre 2022; 1h 55min ;Epouvante-horreur;Thriller;NA;Parker Finn;NA;Sosie Bacon;Jessie T. Usher;Kyle Gallner;3,2;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=304967.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=907686.html;Parker Finn;U.S.A.;NA;Paramount Pictures France;0;-;Anglais;1 221 970 entrées;NA;0;0
Smile or Hug;4 mai 2023; 1h 17min ;Comédie;NA;NA;Paul Sprangers;NA;Chelsea Javier;Danny Trejo;Andrea Navedo;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=316168.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=994556.html;Paul Sprangers;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Smiley Face;16 janvier 2008; 1h 25min ;Comédie;NA;NA;Gregg Araki;NA;Anna Faris;Adam Brody;Matthew J. Evans;2,9;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=112360.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18911.html;Dylan Haggerty;U.S.A.;NA;Memento Distribution;8            ;-;Anglais;NA;1;2;0
Smiley Face Killers;16 décembre 2021; 1h 37min ;Thriller;NA;NA;Tim Hunter;NA;Ronen Rubinstein;Mia Serafino;Crispin Glover;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=286910.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=55659.html;Bret Easton Ellis;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;0
Smith le taciturne;1 juin 2004; 1h 28min ;Western;NA;NA;Leslie Fenton;NA;Alan Ladd;Robert Preston;Brenda Marshall;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=132471.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=29789.html;Frank Butler;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;2
Summer School;19 avril 2023; 1h 37min ;Comédie;NA;NA;Carl Reiner;NA;Mark Harmon;Kirstie Alley;Robin Thomas;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=135930.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=549.html;Jeff Franklin;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;1
Summer Storm;29 juin 2005; 1h 34min ;Drame;NA;NA;Marco Kreuzpaintner;NA;Robert Stadlober;Kostja Ullmann;Jürgen Tonkel;2,6;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=60805.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=127171.html;Marco Kreuzpaintner;Allemagne;NA;Equation;0;-;Allemand;NA;0;0;0
